l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.34414926171302795, 0.1650230884552002, 0.3529207110404968, 0.2957506775856018]","[0.5552489940931454, 0.6041665237237237, 0.6340093218420143]","[910, 1820, 2730, 2730]",432.84401349999825,0.2957506775856018,2730,uniform_pikan,0.01,789,1340915,2730,432.84401349999825
