l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.35130470991134644, 0.27975326776504517, 0.2688889503479004, 0.2710927426815033, 0.20905089378356934]","[0.5405137666548928, 0.7077516198349599, 0.7038961352787269]","[910, 1560, 2210, 2860]",1012.9320219000219,"[215.34436439996352, 90.5477129999781, 93.25921119999839]",0.20905089378356934,2860,ra_pikan,0.01,1234,1398927,2860,1012.9320219000219
