n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1814.556549400033,"[130.21360169997206, 122.87463040003786, 140.27004319999833]",3.1345763206481934,2860,ra_pikan,500.0,5678,1417832,2860,1814.556549400033
