n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1262.9592938999995,"[246.03542179998476, 390.89444419997744, 420.17956569994567]",0.0004343613109085709,2860,ra_pikan,0.05,123,1433889,2860,1262.9592938999995
