n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",2652.967326999991,"[163.23844099999405, 176.33945829997538, 229.57868020003662]",0.8139474987983704,2860,ra_pikan,100.0,789,1419144,2860,2652.967326999991
