n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",325.838222499995,0.001159115694463253,2730,uniform_pikan,0.1,123,1381210,2730,325.838222499995
