n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1464.0200785999768,"[95.77001760003623, 88.78765230003046, 117.22341159998905]",3.2312228679656982,2860,ra_pikan,500.0,123,1420324,2860,1464.0200785999768
