l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.3929961025714874, 0.23276668787002563, 0.28480207920074463, 0.27757254242897034]","[0.5624594198674773, 0.6267129120596459, 0.6030801624226549]","[910, 1820, 2730, 2730]",517.3956161999959,0.27757254242897034,2730,uniform_pikan,0.005,456,1344528,2730,517.3956161999959
