l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.3511919379234314, 0.15006789565086365, 0.20222146809101105, 0.24228255450725555]","[0.5741137937057609, 0.7187094695295503, 0.7638289230299169]","[910, 1820, 2730, 2730]",402.59663260000525,0.24228255450725555,2730,uniform_pikan,0.01,3141,1340981,2730,402.59663260000525
