n_params_history,total_elapsed,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",1050.22766769999,3.050980567932129,2730,uniform_pikan,500.0,789,1378144,2730,1050.22766769999
