layer_idx,in_idx,out_idx,formula,r2
0,0,0,-0.1891*sin + 0.3266*cos + 0.0475*exp,0.9121948480606079
0,0,1,-0.4409*x + -0.0509*x^2 + 0.9552*tanh,0.9647706747055054
0,0,2,-0.1641*1 + -0.3442*x + 0.1081*x^3,0.8052006959915161
0,0,3,0.0962*exp + -0.1373*sqrt + -0.2130*tanh,0.9062252640724182
0,0,4,-0.1015*1 + 0.0261*exp + -0.1379*tanh,0.6972297430038452
0,0,5,0.3300*x + 0.0505*x^2 + -0.6253*tanh,0.8915041089057922
0,0,6,0.0370*x^3 + -0.1032*exp + 0.0310*log,0.8345215320587158
0,0,7,0.3633*x + -0.2133*exp + 0.5281*sqrt,0.8408861756324768
0,0,8,0.1166*x^3 + -0.2209*exp + 0.5298*sqrt,0.5651953816413879
0,0,9,-0.0579*x^3 + -2.7302*sin + 3.2350*tanh,0.799299418926239
1,0,0,1.6982*1 + 0.2826*x^2 + -1.0492*sqrt,0.7671641111373901
1,0,1,-1.4184*1 + 0.0100*x^4 + -0.0290*exp,0.8087406158447266
1,0,2,0.0647*x^3 + -0.1803*exp + 0.1605*log,0.7199289798736572
1,0,3,0.0392*x^3 + -0.0858*exp + 0.0611*log,0.7987277507781982
1,0,4,0.1494*x^2 + 0.0836*sin + -0.6117*sqrt,0.8850456476211548
1,0,5,-0.4004*x + 0.4038*cos + 0.2028*exp,0.9241275787353516
1,0,6,0.0310*log + 0.0873*sqrt + 0.1645*tanh,0.9761743545532227
1,0,7,0.5161*cos + 0.2006*exp + -0.3955*tanh,0.715363085269928
1,0,8,0.7626*1 + 0.0846*exp + -0.4106*sqrt,0.8470862507820129
1,0,9,0.1588*x^2 + 0.1128*cos + -0.0424*exp,0.8801836371421814
1,1,0,0.4953*x^2 + 0.0265*x^3 + 1.3043*cos,0.6057122945785522
1,1,1,-1.4628*1 + 0.0125*x^4 + 0.0900*sin,0.8177956342697144
1,1,2,-0.2008*x^2 + -0.1150*sin + -0.5285*cos,0.9025436639785767
1,1,3,-0.1628*1 + -0.4046*x + 0.6309*tanh,0.5285367965698242
1,1,4,-0.0309*sin + -0.0793*cos + -0.2523*sqrt,0.9225138425827026
1,1,5,-0.0951*sin + 0.3966*cos + 0.7753*sqrt,0.5918196439743042
1,1,6,0.6983*sin + -0.0392*exp + -0.6421*tanh,0.661400556564331
1,1,7,1.0031*1 + -0.4111*sqrt + 0.0488*tanh,0.7026389241218567
1,1,8,0.8554*1 + -0.0227*exp + 0.1173*tanh,0.5722653269767761
1,1,9,0.0158*x + 0.1183*cos + 0.0249*sqrt,0.9889069199562073
1,2,0,1.4676*1 + -1.6333*sin + 1.6559*tanh,0.5836164355278015
1,2,1,-1.2747*1 + 3.0734*sin + -3.1334*tanh,0.6760417222976685
1,2,2,-0.7253*1 + 0.4084*x + -0.8804*tanh,0.814624547958374
1,2,3,-0.0402*exp + 0.0778*log + 0.1391*tanh,0.4591512084007263
1,2,4,-0.2539*1 + -0.0352*x^3 + 0.3732*sqrt,0.9394926428794861
1,2,5,0.6770*1 + -0.0219*x^3 + -0.1117*sqrt,0.7652173042297363
1,2,6,-0.0315*x^2 + 3.1967*sin + -3.4739*tanh,0.6118229627609253
1,2,7,0.6077*1 + 0.0153*x^3 + -0.1000*log,0.7879154682159424
1,2,8,0.9040*1 + 0.1656*x + -0.1095*exp,0.8230016231536865
1,2,9,-0.1080*x^2 + 0.1309*exp + -0.2867*tanh,0.777614951133728
1,3,0,1.4563*1 + -0.4457*x + 0.6225*tanh,0.46379637718200684
1,3,1,-1.7151*1 + -0.2206*x^2 + 1.0591*sqrt,0.7922014594078064
1,3,2,-0.3961*cos + -0.5302*sqrt + -0.0884*tanh,0.7598966360092163
1,3,3,-0.1533*1 + -0.0506*exp + 0.1578*tanh,0.867936909198761
1,3,4,-0.2262*1 + -0.0659*x^2 + 0.2806*sqrt,0.6660864949226379
1,3,5,0.7041*1 + 2.3771*sin + -2.4061*tanh,0.7698392868041992
1,3,6,-0.4773*sin + 0.1309*exp + -0.3342*sqrt,0.9030129909515381
1,3,7,0.7536*1 + -0.1166*sin + 0.3996*sqrt,0.9039634466171265
1,3,8,0.6858*1 + -0.0735*x^3 + 0.0879*exp,0.7903620600700378
1,3,9,-0.1477*exp + 0.7277*sqrt + 0.5106*tanh,0.903444766998291
1,4,0,1.5293*1 + 0.0991*x^2 + -0.4467*sqrt,0.43875283002853394
1,4,1,-1.4231*1 + -0.0471*x^3 + 0.0485*exp,0.9092596769332886
1,4,2,-0.5262*1 + 2.6676*sin + -2.6301*tanh,0.7882569432258606
1,4,3,-0.2082*1 + 1.1391*sin + -1.1798*tanh,0.270521879196167
1,4,4,0.4081*x + 0.0424*log + -0.7898*tanh,0.9175602197647095
1,4,5,0.5858*1 + -0.3332*x + 0.4527*tanh,0.9116995334625244
1,4,6,0.2029*x + -0.0920*sqrt + -0.6094*tanh,0.9941471219062805
1,4,7,0.6821*1 + -0.1170*sin + -0.0721*log,0.47396671772003174
1,4,8,0.7510*1 + -0.0571*exp + 0.1510*tanh,0.3050544857978821
1,4,9,0.0223*x^4 + 2.0644*sin + -2.1215*tanh,0.5279964804649353
