n_params_history,total_elapsed,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",1120.6710580000072,3.0404186248779297,2730,uniform_pikan,500.0,456,1378538,2730,1120.6710580000072
