n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",444.1593022000161,0.0006042041932232678,2730,uniform_pikan,0.1,2024,1434318,2730,444.1593022000161
