n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",473.33185550000053,0.001445573172532022,2730,uniform_pikan,0.05,789,1360401,2730,473.33185550000053
