n_params_history,total_elapsed,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",1144.571561400022,1.1806917190551758,2730,uniform_pikan,100.0,4096,1381321,2730,1144.571561400022
