n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",466.56150479998905,"[136.83118039998226, 94.71431800001301, 108.15969790000236]",0.00042122413287870586,2860,ra_pikan,0.1,3141,1439609,2860,466.56150479998905
