n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",2622.0699366999906,"[160.4482586000231, 177.41155640000943, 734.3571915999637]",1.7661000490188599,2860,ra_pikan,100.0,456,1419860,2860,2622.0699366999906
