layer_idx,in_idx,out_idx,formula,r2
0,0,0,-0.0390*x^3 + -1.8129*sin + 2.0240*tanh,0.5126404762268066
0,0,1,2.9630*sin + -0.0796*cos + -3.1067*tanh,0.6732617020606995
0,0,2,0.0573*x^3 + 3.7523*sin + -3.9421*tanh,0.8716742992401123
0,0,3,-0.0082*x^4 + -0.1656*cos + 0.0630*exp,0.8965420722961426
0,0,4,-0.1996*1 + -0.0617*exp + 0.3930*sqrt,0.963362455368042
0,0,5,0.1320*x^3 + -0.3559*exp + 0.6523*sqrt,0.9567572474479675
0,0,6,-0.0940*x^3 + -4.6033*sin + 5.1870*tanh,0.6275238394737244
0,0,7,0.4446*1 + -0.1119*x^2 + -0.4854*cos,0.9828476309776306
0,0,8,3.4559*sin + 0.1270*cos + -3.4743*tanh,0.7787035703659058
0,0,9,0.1982*x + 0.0403*log + -0.4336*tanh,0.8197190761566162
1,0,0,-1.3276*1 + 0.5044*x + -0.8166*tanh,0.5575544238090515
1,0,1,-0.6199*1 + 0.3692*x + -0.6908*tanh,0.8051477670669556
1,0,2,0.1069*x^2 + 0.0311*sin + -0.4283*sqrt,0.8271600604057312
1,0,3,-0.1732*x^3 + 0.2893*exp + -1.1188*sqrt,0.7611768841743469
1,0,4,0.7458*1 + -0.1832*x + 0.3829*sin,0.8707475662231445
1,0,5,-0.2120*x^2 + -0.1163*log + 1.1555*sqrt,0.6540822982788086
1,0,6,0.0281*x^3 + -0.0190*x^4 + 0.1497*sqrt,0.809910774230957
1,0,7,0.1030*sin + -0.5819*cos + -0.6341*sqrt,0.8805474638938904
1,0,8,0.0257*x^2 + 0.0300*x^3 + 0.1650*sqrt,0.9332811832427979
1,0,9,-0.0238*x^3 + -0.4316*cos + -0.6051*sqrt,0.5491043329238892
1,1,0,-1.5987*1 + -0.0537*x^3 + 0.1457*exp,0.9279391765594482
1,1,1,-0.6600*1 + -0.1775*sin + 0.1614*cos,0.8645197749137878
1,1,2,-0.0188*x^4 + 0.0436*exp + 0.0467*log,0.6946224570274353
1,1,3,-1.3293*1 + 0.8356*cos + 0.9562*sqrt,0.6743120551109314
1,1,4,0.0112*x^3 + 0.5948*cos + 0.6843*sqrt,0.624282717704773
1,1,5,0.6301*1 + -0.4749*x + 0.6510*tanh,0.8859286308288574
