n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",573.6656677999999,0.0009534688433632255,2730,uniform_pikan,0.05,42,1374406,2730,573.6656677999999
