layer_idx,in_idx,out_idx,formula,r2
0,0,0,-0.6321*x + 0.9311*sin + 0.1168*exp,0.9287713766098022
0,0,1,0.1231*x^3 + 6.5665*sin + -7.5749*tanh,0.6739624738693237
0,0,2,0.1497*exp + -0.4502*sqrt + -0.3813*tanh,0.47831225395202637
0,0,3,-0.0553*x + 0.0514*x^3 + -0.0507*exp,0.7821415066719055
0,0,4,0.0292*x^3 + 0.0354*log + 0.1018*sqrt,0.8396551609039307
0,0,5,-0.0867*x^3 + -4.9672*sin + 5.6250*tanh,0.5022717714309692
0,0,6,-0.0787*sin + 0.1552*cos + 0.1326*log,0.7595682144165039
0,0,7,0.3564*1 + -0.3165*cos + -0.3322*sqrt,0.3942890167236328
0,0,8,0.8045*1 + -0.5393*cos + -0.4837*sqrt,0.7804343104362488
0,0,9,0.0421*x + -0.0328*x^2 + -0.1898*tanh,0.9909277558326721
1,0,0,0.4864*1 + 0.5053*x + -0.9418*tanh,0.7951903343200684
1,0,1,0.1201*exp + -0.5374*sqrt + -0.2927*tanh,0.868716835975647
1,0,2,0.3789*1 + -2.2176*sin + 2.3254*tanh,0.2371559739112854
1,0,3,0.6815*1 + -0.1404*exp + 0.3853*tanh,0.7080864310264587
1,0,4,-0.3475*1 + -0.0459*x^2 + 0.1185*exp,0.8494919538497925
1,0,5,-0.9307*1 + -0.2344*sqrt + -0.1120*tanh,0.7974742650985718
1,0,6,-1.0007*1 + -0.0431*x^3 + 0.0862*exp,0.5425115823745728
1,0,7,0.0149*x^4 + -1.5274*sin + 1.5490*tanh,0.5981669425964355
1,0,8,-0.0714*sin + -0.4762*cos + -0.3954*sqrt,0.42561495304107666
1,0,9,0.1763*sin + -0.4999*cos + -0.4045*sqrt,0.9406945705413818
1,1,0,-0.7881*x + -0.0967*x^4 + 0.4842*exp,0.6687822341918945
1,1,1,-0.3542*sin + 0.1232*exp + -0.4335*sqrt,0.7469075918197632
1,1,2,0.5008*1 + -0.1168*sin + 0.2007*sqrt,0.9059793949127197
1,1,3,0.2449*x^2 + 0.6210*cos + -0.3772*sqrt,0.9479137063026428
1,1,4,0.5150*x + -0.2352*cos + -0.9936*tanh,0.9499489068984985
1,1,5,-1.0308*1 + -0.0598*sin + 0.1558*sqrt,0.932898998260498
1,1,6,0.2269*x + -0.6221*cos + -0.1710*exp,0.8402259349822998
1,1,7,-0.1447*x^3 + -4.9439*sin + 5.7143*tanh,0.6966091394424438
1,1,8,-0.4027*1 + -4.7468*sin + 4.9365*tanh,0.595890998840332
1,1,9,-0.7439*1 + -0.1191*x^2 + 0.3944*sqrt,0.4109787940979004
1,2,0,0.4782*1 + 0.0048*x^3 + -0.1755*sqrt,0.1975361704826355
1,2,1,0.0398*x^3 + -0.0701*exp + -0.0404*log,0.8076822757720947
1,2,2,0.3948*1 + -0.0804*x + -0.0503*log,0.774931788444519
1,2,3,-0.0684*sin + 0.3637*cos + 0.5316*sqrt,0.8602899312973022
1,2,4,0.3437*x + 0.0156*x^4 + -0.2017*exp,0.9487309455871582
1,2,5,-0.7713*1 + 0.6038*x + -0.8612*tanh,0.293556272983551
1,2,6,0.0802*sin + -0.5385*cos + -0.9196*sqrt,0.8783031105995178
