n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",461.6397877000272,"[136.12283570005093, 95.470332900004, 32.83597439998994]",0.0005293248686939478,2860,ra_pikan,0.1,4096,1442660,2860,461.6397877000272
