l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.3893870413303375, 0.3831464648246765, 0.3602274954319, 0.2756999135017395, 0.2773389518260956]","[0.5671277130269354, 0.6544422818212766, 0.9170722898775134]","[910, 1560, 2210, 2860]",430.0457486999803,"[36.836803400015924, 92.21753570000874, 109.41451040003449]",0.2773389518260956,2860,ra_pikan,0.005,2024,1391278,2860,430.0457486999803
