step,loss
0,11.803523063659668
1,9.262575149536133
2,7.181176662445068
3,5.564633369445801
4,4.191330432891846
5,3.438222885131836
6,3.9008212089538574
7,4.720336437225342
8,4.952167510986328
9,4.546098709106445
10,4.114654541015625
11,3.449843406677246
12,3.0598978996276855
13,2.8321681022644043
14,2.881418228149414
15,2.89273738861084
16,3.13494610786438
17,3.1077122688293457
18,3.0489914417266846
19,2.8828601837158203
20,2.8354783058166504
21,2.97391939163208
22,2.887673854827881
23,2.8707170486450195
24,2.7795591354370117
25,2.656045913696289
26,2.685194730758667
27,2.6297545433044434
28,2.550750732421875
29,2.693751811981201
30,2.7200019359588623
31,2.694408416748047
32,2.592811346054077
33,2.895341396331787
34,2.6187257766723633
35,2.677100658416748
36,2.7035293579101562
37,2.621931552886963
38,2.4721713066101074
39,2.6355278491973877
40,2.5481791496276855
41,2.716169595718384
42,2.6411027908325195
43,2.7765567302703857
44,2.7343366146087646
45,2.5738325119018555
46,2.7169408798217773
47,2.6111483573913574
48,2.6347625255584717
49,2.6447410583496094
50,2.5072484016418457
51,2.527334213256836
52,2.6895370483398438
53,2.5515518188476562
54,2.5867912769317627
55,2.6988162994384766
56,2.7235569953918457
57,2.710331439971924
58,2.511488914489746
59,2.5835065841674805
60,2.576937675476074
61,2.7059874534606934
62,2.5512795448303223
63,2.662000894546509
64,2.4766743183135986
65,2.449835777282715
66,2.540452241897583
67,2.6159286499023438
68,2.5961389541625977
69,2.5587871074676514
70,2.59822154045105
71,2.613187551498413
72,2.6159610748291016
73,2.598205089569092
74,2.3972206115722656
75,2.434419631958008
76,2.5757696628570557
77,2.514923572540283
78,2.4246039390563965
79,2.5688164234161377
80,2.578765869140625
81,2.676553726196289
82,2.3965883255004883
83,2.4903440475463867
84,2.695133924484253
85,2.461615562438965
86,2.6040196418762207
87,2.3915774822235107
88,2.5795295238494873
89,2.376497268676758
90,2.4326186180114746
91,2.480119466781616
92,2.6524572372436523
93,2.5187010765075684
94,2.486042022705078
95,2.3148605823516846
96,2.6742849349975586
97,2.590392589569092
98,2.5678460597991943
99,2.5130107402801514
100,2.4785919189453125
101,2.570814609527588
102,2.492661237716675
103,2.4079270362854004
104,2.3568458557128906
105,2.4814677238464355
106,2.3362464904785156
107,2.4799599647521973
108,2.5024538040161133
109,2.4821794033050537
110,2.207444906234741
111,2.466111660003662
112,2.629082679748535
113,2.463365077972412
114,2.4169185161590576
115,2.36160945892334
116,2.623802423477173
117,2.432069778442383
118,2.235090970993042
119,2.550973415374756
120,2.4524898529052734
121,2.535165548324585
122,2.361665725708008
123,2.357271671295166
124,2.5595622062683105
125,2.283848762512207
126,2.410330295562744
127,2.432284355163574
128,2.3561453819274902
129,2.3833115100860596
130,2.3090479373931885
131,2.4260613918304443
132,2.3934333324432373
133,2.355573892593384
134,2.295907497406006
135,2.2061498165130615
136,2.4340691566467285
137,2.3784279823303223
138,2.2457566261291504
139,2.404218912124634
140,2.189937114715576
141,2.3024282455444336
142,2.1245625019073486
143,2.3340117931365967
144,2.3736095428466797
145,2.373199462890625
146,2.3395326137542725
147,2.2531580924987793
148,2.389601469039917
149,2.164074182510376
150,2.2445266246795654
151,2.260493755340576
152,2.2997846603393555
153,2.3677587509155273
154,2.279122829437256
155,2.3446929454803467
156,2.252516746520996
157,2.4459500312805176
158,2.2755532264709473
159,2.0594983100891113
160,2.29132342338562
161,2.3736302852630615
162,2.280846357345581
163,2.1377205848693848
164,2.190723419189453
165,2.2708194255828857
166,2.318495035171509
167,1.9929382801055908
168,2.2295875549316406
169,2.0390872955322266
170,2.1743721961975098
171,2.1132824420928955
172,2.204519271850586
173,2.1082749366760254
174,2.259096145629883
175,2.2156310081481934
176,2.166010618209839
177,2.1546950340270996
178,1.947625994682312
179,2.0694315433502197
180,2.177856683731079
181,1.9836945533752441
182,2.1506500244140625
183,2.152040481567383
184,1.9678255319595337
185,2.061934471130371
186,1.94032883644104
187,1.9444026947021484
188,1.9014124870300293
189,1.9922616481781006
190,1.91023588180542
191,1.9663889408111572
192,1.957564353942871
193,1.8582539558410645
194,1.8932349681854248
195,1.895647644996643
196,1.726832628250122
197,1.7160495519638062
198,1.9842969179153442
199,1.8103358745574951
200,1.8296335935592651
201,1.6693941354751587
202,1.7726788520812988
203,1.7382125854492188
204,1.65779709815979
205,1.6842715740203857
206,1.6457819938659668
207,1.5206186771392822
208,1.5170260667800903
209,1.4424092769622803
210,1.5408647060394287
211,1.314246654510498
212,1.4501229524612427
213,1.3550118207931519
214,1.3661750555038452
215,1.2185235023498535
216,1.2299044132232666
217,1.2157244682312012
218,1.144608736038208
219,1.232128620147705
220,1.0099413394927979
221,1.0513349771499634
222,0.9439623951911926
223,0.944810152053833
224,0.9708681106567383
225,0.9245269298553467
226,0.9339239597320557
227,0.8500266075134277
228,0.8355497121810913
229,0.8960449695587158
230,0.7361365556716919
231,0.7141884565353394
232,0.666162371635437
233,0.6394396424293518
234,0.5898036360740662
235,0.614264965057373
236,0.5145677328109741
237,0.5260447263717651
238,0.4776373505592346
239,0.5032719969749451
240,0.4074702262878418
241,0.4858819246292114
242,0.4627016484737396
243,0.426835834980011
244,0.4097721576690674
245,0.38761642575263977
246,0.41493600606918335
247,0.3826065957546234
248,0.39714673161506653
249,0.3512377440929413
250,0.3473878502845764
251,0.32412800192832947
252,0.34060949087142944
253,0.34417760372161865
254,0.33279386162757874
255,0.30425721406936646
256,0.3213076591491699
257,0.30473291873931885
258,0.29113882780075073
259,0.3111441731452942
260,0.29544898867607117
261,0.31905847787857056
262,0.26588818430900574
263,0.2890279293060303
264,0.28995195031166077
265,0.26896458864212036
266,0.29448366165161133
267,0.27948233485221863
268,0.28651243448257446
269,0.3008895516395569
270,0.2577109932899475
271,0.27255386114120483
272,0.2780604660511017
273,0.27388879656791687
274,0.2495955377817154
275,0.2499702274799347
276,0.26449137926101685
277,0.2612989544868469
278,0.2862280607223511
279,0.237238347530365
280,0.26734939217567444
281,0.26167893409729004
282,0.2338310033082962
283,0.2477203607559204
284,0.2457185983657837
285,0.26314297318458557
286,0.25503820180892944
287,0.24771760404109955
288,0.25216764211654663
289,0.23811036348342896
290,0.23017369210720062
291,0.26732853055000305
292,0.24971149861812592
293,0.27986934781074524
294,0.23044909536838531
295,0.24024008214473724
296,0.2557300627231598
297,0.2525586783885956
298,0.2511967122554779
299,0.21974122524261475
300,0.21077817678451538
301,0.25204217433929443
302,0.22453083097934723
303,0.22649911046028137
304,0.21534086763858795
