n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",3563.465739600011,"[234.45447729999432, 275.13692999997875, 995.738523899985]",2.4759328365325928,2860,ra_pikan,100.0,42,61918301,2860,3563.465739600011
