layer_idx,in_idx,out_idx,formula,r2
0,0,0,-0.0939*x^2 + -0.1525*sin + 0.0625*exp,0.8855573534965515
0,0,1,0.0578*x^3 + -0.0872*exp + 0.3319*sqrt,0.7006217241287231
0,0,2,0.1131*x^3 + -0.1873*exp + 0.5422*sqrt,0.6483098268508911
0,0,3,0.0330*x^3 + 0.0220*x^4 + -0.0885*log,0.8541552424430847
0,0,4,-0.2722*x + -0.1993*x^2 + 0.1549*exp,0.8082170486450195
0,0,5,0.2815*x + -0.5099*sin + -0.0531*sqrt,0.8731415867805481
0,0,6,-0.2453*1 + -1.1240*sin + 1.0164*tanh,0.9021120071411133
0,0,7,-0.1314*x^2 + -0.2444*cos + 0.3153*sqrt,0.764671266078949
0,0,8,-0.2184*x^2 + 0.1647*exp + -0.4016*tanh,0.8545887470245361
0,0,9,0.0779*x^3 + 3.9738*sin + -4.4111*tanh,0.6850219964981079
1,0,0,0.9915*1 + 0.2598*sin + -0.0788*exp,0.7943778038024902
1,0,1,0.5188*x + -0.7665*cos + -0.3381*exp,0.812983512878418
1,0,2,-0.1214*x^2 + 0.5106*sqrt + 0.0884*tanh,0.7908582091331482
1,0,3,1.1735*1 + 0.7344*x + -1.1911*tanh,0.6872141361236572
1,0,4,0.0251*x^3 + 0.1935*log + -0.4622*sqrt,0.6071810126304626
1,0,5,0.4882*1 + 0.0245*x^3 + -0.2744*sqrt,0.9157951474189758
1,0,6,0.2642*1 + -0.0508*exp + 0.1216*tanh,0.5427755117416382
1,0,7,0.7821*1 + -0.0840*exp + 0.2329*tanh,0.7868093848228455
1,0,8,-0.3731*x + 0.4248*cos + 0.2107*exp,0.6302668452262878
1,0,9,0.1852*1 + 0.0734*exp + -0.0882*tanh,0.8603054881095886
1,1,0,-0.1289*x^3 + 0.5340*cos + 0.2298*exp,0.8346719741821289
1,1,1,-1.2022*1 + 0.0417*exp + -0.0858*tanh,0.30544954538345337
1,1,2,-0.0355*x^4 + -0.0664*sin + 0.6245*sqrt,0.5906174182891846
1,1,3,1.0979*1 + 0.2382*x + -0.1426*exp,0.9330947399139404
1,1,4,-0.6329*1 + 0.6745*x + -1.0913*tanh,0.951146125793457
1,1,5,-0.2296*x + 0.2859*cos + 0.1112*exp,0.9613701701164246
1,1,6,0.1217*1 + -2.3922*sin + 2.4832*tanh,0.5155442953109741
1,1,7,0.7923*1 + -0.1356*sqrt + -0.0148*tanh,0.5839351415634155
1,1,8,0.2920*x^2 + 0.0289*x^3 + 0.7503*cos,0.8370800018310547
1,1,9,0.3013*1 + 2.1365*sin + -2.3731*tanh,0.717176079750061
1,2,0,-0.4876*x + 0.4819*cos + 0.2668*exp,0.9107636213302612
1,2,1,-1.1642*1 + -0.3218*x + 0.4599*tanh,0.9497342109680176
1,2,2,0.4104*x + 0.1902*cos + -0.7919*tanh,0.8222846388816833
1,2,3,0.9952*1 + 0.0576*x^3 + -0.0703*exp,0.7167154550552368
1,2,4,-0.4035*1 + 0.0225*x^3 + 0.1042*log,0.8657349348068237
1,2,5,0.1017*exp + -0.1307*log + -0.3671*tanh,0.8381533622741699
1,2,6,-0.1138*x^2 + -0.0946*sin + 0.6074*sqrt,0.8937293291091919
1,2,7,0.7967*1 + 0.0903*exp + -0.4107*sqrt,0.7572646141052246
1,2,8,0.7240*1 + 0.0293*x^3 + 0.1793*sqrt,0.8727506399154663
1,2,9,0.2446*sin + 0.3483*cos + 0.1433*sqrt,0.9239049553871155
1,3,0,0.9150*1 + 0.0104*x^3 + -0.1018*cos,0.7598158121109009
1,3,1,-1.1736*1 + 0.0428*x^2 + 0.2669*sin,0.977800726890564
1,3,2,0.3302*x + 0.1248*cos + -0.4626*tanh,0.7700067758560181
1,3,3,1.2390*1 + 0.2939*x^2 + -1.0586*sqrt,0.616014301776886
1,3,4,-0.7411*1 + 1.4356*sin + -1.4361*tanh,0.7526694536209106
1,3,5,0.6584*1 + 0.1163*sin + -0.2710*cos,0.9628114700317383
1,3,6,0.4409*1 + 0.1739*x^2 + -0.7407*sqrt,0.7153584957122803
1,3,7,0.4370*cos + 0.1527*exp + -0.3375*tanh,0.32788747549057007
1,3,8,-0.0641*x + 0.5927*cos + 0.5658*sqrt,0.5709190368652344
1,3,9,0.3646*1 + 0.0310*x^3 + -0.0447*exp,0.4613136053085327
1,4,0,0.6956*1 + -0.0794*x^3 + 0.0888*exp,0.5279341340065002
1,4,1,-1.2945*1 + -0.1170*x^2 + 0.4717*sqrt,0.749700665473938
1,4,2,0.1641*1 + 4.3930*sin + -4.4671*tanh,0.7765771150588989
1,4,3,0.9295*1 + 0.0113*exp + -0.0250*sqrt,0.8973869681358337
1,4,4,-0.5463*1 + -0.3729*x + 0.7296*tanh,0.5537722110748291
1,4,5,0.3255*cos + -0.0227*exp + 0.3801*sqrt,0.9135357141494751
1,4,6,0.2665*x^2 + 0.4513*cos + -0.7524*sqrt,0.8453473448753357
1,4,7,-0.1127*x^3 + 0.4448*cos + 0.2166*exp,0.7928435802459717
1,4,8,0.8220*1 + 0.0734*x^3 + -0.0566*exp,0.9202190637588501
1,4,9,0.3754*1 + -2.0742*sin + 2.0797*tanh,0.7636700868606567
1,5,0,0.5561*cos + 0.2461*exp + -0.5428*tanh,0.7823344469070435
1,5,1,-0.4452*x^2 + -1.1477*cos + 0.0553*exp,0.3686521053314209
1,5,2,0.0579*x + 0.1425*cos + 0.0198*exp,0.9576583504676819
1,5,3,0.6020*cos + 0.2385*exp + -0.5549*tanh,0.486236572265625
1,5,4,-0.7586*1 + 2.1570*sin + -2.2750*tanh,0.3963778018951416
1,5,5,0.5881*1 + 0.4036*x + -0.6871*tanh,0.2864684462547302
1,5,6,0.3956*1 + 0.1566*x^2 + -0.5985*sqrt,0.6402915120124817
1,5,7,-0.1025*sin + 0.5006*cos + 0.6854*sqrt,0.6590491533279419
1,5,8,0.8443*1 + 0.0378*x^3 + -0.0641*exp,0.7993639707565308
1,5,9,0.3233*1 + 0.3826*x + -0.7138*tanh,0.7595257759094238
1,6,0,0.9513*1 + 0.1199*x^2 + -0.4980*sqrt,0.5226352214813232
1,6,1,0.5709*x + -0.7160*cos + -0.3509*exp,0.7623310685157776
1,6,2,-0.4337*x + 0.2289*exp + -0.3925*sqrt,0.9014659523963928
1,6,3,1.0840*1 + 0.0125*x^3 + -0.4138*sqrt,0.9217234253883362
1,6,4,-0.4518*1 + -0.1606*exp + 0.3384*tanh,0.8682168126106262
1,6,5,0.4655*x^2 + 0.7100*cos + -1.0283*sqrt,0.6609900593757629
1,6,6,-0.0191*x^4 + -0.0278*log + 0.5517*sqrt,0.7336599826812744
1,6,7,0.7676*1 + -1.4171*sin + 1.6148*tanh,0.5979958176612854
1,6,8,0.8938*1 + 0.0163*x^4 + -0.4214*sqrt,0.3899250626564026
1,6,9,-0.5103*x + -0.0681*x^4 + 0.3746*exp,0.7854477763175964
1,7,0,0.0624*x^4 + 0.1336*sin + 0.6500*cos,0.5988614559173584
1,7,1,-1.0950*1 + -2.0623*sin + 2.2801*tanh,0.5449876189231873
1,7,2,-0.6979*x + 0.1156*cos + 1.2821*tanh,0.9383049607276917
1,7,3,-0.1057*x^3 + 0.7275*cos + 0.1917*exp,0.9511022567749023
1,7,4,0.0860*x^3 + -0.1475*exp + 0.2279*log,0.637474000453949
1,7,5,0.1085*1 + 0.0295*exp + -0.1005*log,0.6360020637512207
1,7,6,0.3487*1 + -0.0865*exp + 0.1896*tanh,0.5889459848403931
1,7,7,0.7360*1 + -0.3275*x + 0.6080*tanh,0.9365125298500061
1,7,8,-0.0225*x^3 + 0.6743*cos + 0.1101*exp,0.9904745221138
1,7,9,0.2437*cos + -0.0437*exp + 0.3884*sqrt,0.7966409921646118
1,8,0,0.2549*x^2 + 0.8344*cos + -0.1155*sqrt,0.9606866836547852
1,8,1,0.5872*x + -0.6366*cos + -0.4247*exp,0.6751015186309814
1,8,2,-0.0403*x^3 + 0.0784*cos + 0.0769*exp,0.7826461791992188
1,8,3,0.8350*1 + 0.5861*x + -0.9319*tanh,0.43396633863449097
1,8,4,0.1116*x^3 + -0.4917*cos + -0.1615*exp,0.7688446044921875
1,8,5,1.0430*1 + -0.4991*cos + -0.4427*sqrt,0.8075724840164185
1,8,6,0.1847*1 + 0.5886*x + -0.7720*tanh,0.5961698293685913
1,8,7,0.8035*1 + -0.1947*sqrt + 0.1097*tanh,0.37476348876953125
1,8,8,0.8989*1 + -0.0241*x^3 + -0.1402*cos,0.5519995093345642
1,8,9,-0.0740*x^3 + 0.1007*exp + -0.0711*log,0.7281865477561951
1,9,0,0.7061*1 + 0.1476*sin + 0.3101*sqrt,0.8259562849998474
1,9,1,-1.0722*1 + -0.1239*exp + 0.2847*tanh,0.811395525932312
1,9,2,0.1183*cos + -0.0236*exp + 0.2022*sqrt,0.5947530269622803
1,9,3,0.9843*1 + -3.4052*sin + 3.5260*tanh,0.6748040914535522
1,9,4,-0.2280*x^2 + 0.0179*x^3 + -0.5868*cos,0.6073836088180542
