n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1278.0326138000237,"[86.77232650003862, 80.02106200001435, 100.0736850000103]",2.3926007747650146,2860,ra_pikan,100.0,3141,1417371,2860,1278.0326138000237
