n_params_history,total_elapsed,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",1288.4053102000034,2.9459500312805176,2730,uniform_pikan,500.0,3141,1379444,2730,1288.4053102000034
