n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",2646.3956701999996,"[160.9173715999932, 170.67595389997587, 665.2223400999792]",1.5533385276794434,2860,ra_pikan,100.0,1234,1416709,2860,2646.3956701999996
