l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.3864123225212097, 0.28354889154434204, 0.30286431312561035, 0.3033405840396881]","[0.5787109780384059, 0.7726229880443348, 0.7941013939767266]","[910, 1820, 2730, 2730]",425.7780440999777,0.3033405840396881,2730,uniform_pikan,0.005,3141,1339594,2730,425.7780440999777
