l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.34414926171302795, 0.3641936779022217, 0.3157181441783905, 0.2514173984527588, 0.24244792759418488]","[0.5552489940931454, 0.6421475907219415, 0.9900944549868713]","[910, 1560, 2210, 2860]",1299.0804658000125,"[61.9807606000104, 341.23205200000666, 402.2861261999933]",0.24244792759418488,2860,ra_pikan,0.01,789,1398969,2860,1299.0804658000125
