n_params_history,total_elapsed,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",1101.3735468999948,3.2265677452087402,2730,uniform_pikan,500.0,6789,1380103,2730,1101.3735468999948
