layer_idx,in_idx,out_idx,formula,r2
0,0,0,0.1538*1 + 3.2241*sin + -3.4529*tanh,0.5499980449676514
0,0,1,-0.3487*1 + -0.2200*x + 0.1120*exp,0.8946438431739807
0,0,2,-0.0699*x^3 + -1.9282*sin + 2.2829*tanh,0.9044934511184692
0,0,3,0.0908*1 + -2.6034*sin + 2.4598*tanh,0.8336811661720276
0,0,4,-2.3333*sin + 0.1426*cos + 2.4311*tanh,0.5190243721008301
0,0,5,-0.3866*x + 0.2498*exp + -0.3756*sqrt,0.8637447357177734
0,0,6,0.0853*x^3 + 4.3060*sin + -4.9257*tanh,0.5807094573974609
0,0,7,-0.8286*x + 0.4231*exp + -1.0653*sqrt,0.7227787971496582
0,0,8,0.1043*x^2 + 0.0552*x^3 + -0.0489*exp,0.9236497282981873
0,0,9,0.1630*exp + -0.3460*sqrt + -0.5310*tanh,0.8794477581977844
1,0,0,-0.0366*x^4 + 0.1737*exp + -0.3172*tanh,0.8295177817344666
1,0,1,-0.3668*1 + -0.2715*x^2 + 0.9085*sqrt,0.7346713542938232
1,0,2,-0.0060*x^3 + 0.0378*exp + -0.0557*log,0.756199836730957
1,0,3,-0.5114*1 + -0.2837*x + 0.2635*tanh,0.7891254425048828
1,0,4,-0.6995*1 + 3.0251*sin + -3.2499*tanh,0.23463666439056396
1,0,5,0.5882*1 + -0.1080*exp + 0.3682*tanh,0.8813791871070862
1,0,6,-0.0744*x^3 + 0.1533*exp + -0.4178*sqrt,0.5553447008132935
1,0,7,-0.3525*x + -0.0378*x^4 + 0.2600*exp,0.564491868019104
1,0,8,0.1774*x + 0.1263*x^2 + -0.0795*exp,0.9256397485733032
1,0,9,0.0995*sin + -0.0697*log + -0.1174*sqrt,0.7659432888031006
1,1,0,-0.0318*exp + -0.0347*log + 0.1384*tanh,0.8398467898368835
1,1,1,-0.0651*x + 0.0149*x^4 + -0.3893*sqrt,0.9641169309616089
1,1,2,-0.0324*x^4 + -0.0702*sin + 0.6590*sqrt,0.6741383075714111
1,1,3,-0.0415*x + -0.3729*cos + -0.4018*sqrt,0.28350359201431274
1,1,4,-0.9370*1 + -0.3498*x + 0.5525*tanh,0.40107113122940063
1,1,5,-0.1088*x^3 + 0.1867*cos + 0.2088*exp,0.8443861603736877
1,1,6,0.1542*1 + -0.3763*x + 0.6401*tanh,0.6326950192451477
1,1,7,0.2205*x^2 + 0.3447*cos + -0.5053*sqrt,0.84111088514328
1,1,8,0.1021*x^3 + 4.1151*sin + -4.5983*tanh,0.7366081476211548
1,1,9,2.3035*sin + 0.0961*exp + -2.6378*tanh,0.35386717319488525
1,2,0,-0.6467*x + 0.1341*sqrt + 1.0517*tanh,0.8922879099845886
1,2,1,-0.0102*x^3 + -0.0039*x^4 + 0.0384*log,0.6593359708786011
1,2,2,0.1207*1 + 0.0412*exp + 0.0409*sqrt,0.9123588800430298
1,2,3,-0.4209*1 + 0.1037*exp + -0.2617*tanh,0.29976463317871094
1,2,4,-0.8099*1 + -0.4313*x + 0.6684*tanh,0.739615797996521
1,2,5,0.5814*1 + -4.1943*sin + 4.2652*tanh,0.5141199231147766
1,2,6,-0.0574*x^2 + 0.0113*x^3 + 0.2014*sqrt,0.8851479887962341
1,2,7,0.2864*sin + -0.0752*exp + -0.1017*log,0.7859508991241455
1,2,8,-1.5536*sin + -0.0281*exp + 1.5754*tanh,0.9024397134780884
1,2,9,-0.1166*x^3 + -0.0426*x^4 + 0.2177*exp,0.8177340626716614
1,3,0,0.1552*x^2 + -2.4117*sin + 2.4460*tanh,0.7633017897605896
1,3,1,-0.0639*x + 0.0117*x^4 + -0.3268*sqrt,0.9735300540924072
1,3,2,-0.0757*x^2 + -0.0720*x^3 + 0.1606*exp,0.9299386739730835
1,3,3,-0.4991*1 + 0.4985*x + -0.8671*tanh,0.5919094085693359
1,3,4,-0.6515*1 + -0.2223*cos + 0.1597*tanh,0.7120787501335144
1,3,5,0.0334*x^4 + -0.2601*sin + 0.3781*cos,0.9355848431587219
1,3,6,1.6200*sin + -0.1205*sqrt + -1.8358*tanh,0.6799272298812866
1,3,7,0.0663*x^3 + 4.8206*sin + -5.2877*tanh,0.5265858173370361
1,3,8,-0.0936*x + 0.0112*x^4 + -0.2103*sqrt,0.9267199635505676
1,3,9,-0.2038*x^2 + -0.0177*x^3 + 0.5928*sqrt,0.49511033296585083
1,4,0,-0.3343*x + 0.0372*exp + 0.4329*tanh,0.7463884353637695
1,4,1,0.3829*x + 0.0289*log + -0.7261*tanh,0.8821691870689392
1,4,2,-1.5480*sin + 0.1833*cos + 1.6326*tanh,0.8447242379188538
1,4,3,-0.3604*1 + 0.0369*x^3 + -0.0653*exp,0.7319427728652954
1,4,4,-0.7761*1 + 0.1961*sin + -0.0760*exp,0.775667130947113
1,4,5,0.6471*1 + 0.1349*x^2 + -0.5953*sqrt,0.6966927647590637
1,4,6,-3.6214*sin + -0.1262*sqrt + 3.7725*tanh,0.47580862045288086
1,4,7,0.0165*x^4 + -0.0403*exp + -0.0909*log,0.8468136191368103
1,4,8,0.1276*x^3 + -0.2017*exp + 0.5977*sqrt,0.639950156211853
1,4,9,0.9461*1 + -0.1946*x^2 + -0.7624*cos,0.9323042631149292
1,5,0,0.2561*1 + 0.1458*x^2 + -0.6225*sqrt,0.6197075843811035
1,5,1,0.5659*x + -0.1103*exp + -0.4948*tanh,0.6383872032165527
1,5,2,0.2199*x^2 + 0.3605*cos + -0.5933*sqrt,0.5121028423309326
1,5,3,0.1065*x^3 + -0.2506*cos + -0.2215*exp,0.7331790328025818
1,5,4,-0.9432*1 + -0.0075*x^4 + 0.3322*sqrt,0.4035879969596863
1,5,5,0.4070*cos + 0.3240*sqrt + 0.0908*tanh,0.863126277923584
1,5,6,-0.1229*x^3 + 0.2188*exp + -0.5438*sqrt,0.8490280508995056
1,5,7,-0.1350*x^2 + -0.0246*log + 0.4999*sqrt,0.20827484130859375
1,5,8,-0.1063*x^3 + 0.1731*exp + -0.6034*sqrt,0.4761824607849121
1,5,9,0.0569*x + 0.0049*x^4 + 0.1929*cos,0.8820555210113525
1,6,0,-0.2317*1 + -0.2930*x^2 + 1.0620*sqrt,0.5247326493263245
1,6,1,-0.1552*exp + 0.4878*sqrt + 0.2388*tanh,0.8062320351600647
1,6,2,-0.1109*x^3 + -0.0421*x^4 + 0.2221*exp,0.8040492534637451
1,6,3,-0.5330*1 + 1.3183*sin + -1.2908*tanh,0.5869846940040588
1,6,4,-1.0023*1 + -0.1601*x^2 + 0.5772*sqrt,0.4891345500946045
1,6,5,0.3484*1 + 0.1170*cos + -0.0585*tanh,0.44082558155059814
1,6,6,-0.0314*x + -0.1336*x^2 + 0.2424*sqrt,0.6428688764572144
1,6,7,0.1418*1 + -0.3718*x + 0.4206*tanh,0.9192115068435669
1,6,8,0.0420*x^3 + -0.0828*exp + 0.2168*sqrt,0.8542011380195618
1,6,9,0.2872*1 + -0.2677*x + 0.4446*tanh,0.3028373718261719
1,7,0,-0.0728*x^3 + 0.1880*exp + -0.4835*sqrt,0.8214133977890015
1,7,1,-0.2044*1 + 0.2573*sqrt + 0.1964*tanh,0.9252970814704895
1,7,2,0.0557*x^2 + 0.0252*x^3 + -0.0682*log,0.9051496982574463
1,7,3,-0.4829*1 + -0.0159*x^3 + 0.0267*exp,0.4578080177307129
1,7,4,-0.8830*1 + 1.9201*sin + -1.8675*tanh,0.8329010009765625
1,7,5,0.6324*1 + -0.3681*x + 0.6715*tanh,0.3439216613769531
1,7,6,-0.7155*x + -0.3267*sqrt + 1.3628*tanh,0.8531044125556946
1,7,7,-0.2712*1 + 0.3614*cos + 0.3738*sqrt,0.6212946176528931
1,7,8,2.7387*sin + 0.0576*exp + -2.9254*tanh,0.5927837491035461
1,7,9,-0.0836*x^3 + 0.2053*exp + -0.5789*sqrt,0.8084858059883118
1,8,0,0.1312*exp + -0.4616*sqrt + -0.4441*tanh,0.8354552388191223
1,8,1,-0.6453*x + -0.2338*cos + 1.0962*tanh,0.6512188911437988
1,8,2,-0.0907*x^2 + 0.2893*sin + 0.5062*sqrt,0.935456395149231
1,8,3,0.2037*x^2 + 0.0797*log + -0.8718*sqrt,0.7846605777740479
1,8,4,-0.5922*1 + -0.0675*sin + 0.0819*log,0.6762946844100952
1,8,5,0.4005*1 + 0.3275*x + -0.5878*tanh,0.3043721914291382
1,8,6,-0.3942*x + -0.0401*sqrt + 0.7106*tanh,0.8688392639160156
1,8,7,-0.2574*x + -0.0095*x^4 + 0.1630*exp,0.8847896456718445
1,8,8,0.0779*x^3 + 2.0837*sin + -2.5411*tanh,0.8818342685699463
1,8,9,0.2033*1 + 0.1161*x + -0.2370*tanh,0.5544947981834412
1,9,0,0.5896*x + 0.0242*x^4 + -1.0859*tanh,0.77705317735672
1,9,1,0.1530*x^2 + -0.0083*x^4 + -0.3782*sqrt,0.6324326992034912
1,9,2,0.2217*1 + -0.0553*exp + 0.0753*sqrt,0.9036034941673279
1,9,3,-0.0214*x^4 + -0.0504*exp + 0.1376*log,0.8225857019424438
1,9,4,-0.7431*1 + -0.5787*x + 0.9981*tanh,0.32295989990234375
1,9,5,0.1550*x^2 + 0.5014*cos + -0.0320*exp,0.8440126180648804
1,9,6,-2.2572*sin + 0.2031*sqrt + 2.4406*tanh,0.5877501964569092
1,9,7,-0.0744*x^2 + -0.1070*x^3 + 0.1346*exp,0.8906127214431763
1,9,8,0.3082*x + -0.1842*sqrt + -0.4307*tanh,0.38952481746673584
1,9,9,-0.2137*exp + 0.9105*sqrt + 0.4899*tanh,0.7979453802108765
2,0,0,-0.1748*x + -0.0525*log + 0.3709*tanh,0.7038429379463196
2,1,0,0.3027*sin + -0.0559*exp + -0.0910*log,0.8931221961975098
2,2,0,-0.2620*x + 0.1468*exp + -0.3104*sqrt,0.701532244682312
2,3,0,0.3071*1 + 0.0139*sin + -0.1391*cos,0.8395658135414124
2,4,0,0.2796*1 + -0.4271*x + 0.7807*tanh,0.5163320302963257
2,5,0,-0.7590*x + 0.1169*exp + 1.1098*tanh,0.9576586484909058
2,6,0,0.1544*cos + -0.0452*exp + 0.1706*sqrt,0.798612654209137
2,7,0,0.1925*1 + -0.1639*x + 0.1818*tanh,0.5635372996330261
2,8,0,0.2735*x^2 + 0.3651*cos + -0.6819*sqrt,0.6775792837142944
2,9,0,-3.0024*sin + 0.4619*sqrt + 3.1664*tanh,0.5386900305747986
