n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1494.3961685000104,"[106.76238689996535, 99.67999160004547, 128.4131862000213]",2.9300901889801025,2860,ra_pikan,500.0,1234,1414757,2860,1494.3961685000104
