l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.3863796889781952, 0.25212377309799194, 0.27878445386886597, 0.31902697682380676]","[0.5598678176658707, 0.657245790233728, 0.7455156907873485]","[910, 1820, 2730, 2730]",365.35319519997574,0.31902697682380676,2730,uniform_pikan,0.005,4096,1338985,2730,365.35319519997574
