n_params_history,total_elapsed,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",935.3152367000002,3.073024272918701,2730,uniform_pikan,500.0,1234,1376972,2730,935.3152367000002
