n_params_history,total_elapsed,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",1083.8808852999973,2.700000047683716,2730,uniform_pikan,100.0,42,1411479,2730,1083.8808852999973
