layer_idx,in_idx,out_idx,formula,r2
0,0,0,-0.1954*sin + 0.3266*cos + 0.0440*exp,0.8650106191635132
0,0,1,-0.5004*x + -0.0601*x^2 + 1.0362*tanh,0.9770480990409851
0,0,2,-0.1274*1 + -2.9714*sin + 3.0260*tanh,0.7797920107841492
0,0,3,0.1048*exp + -0.1671*sqrt + -0.2496*tanh,0.8143391609191895
0,0,4,-0.0676*1 + 0.8264*sin + -0.9623*tanh,0.8104134202003479
0,0,5,0.2759*x + 0.0499*x^2 + -0.5465*tanh,0.9127673506736755
0,0,6,0.0388*x^3 + -0.1044*exp + 0.0417*log,0.7792236804962158
0,0,7,0.3514*x + -0.2155*exp + 0.5307*sqrt,0.7685051560401917
0,0,8,0.1144*x^3 + -0.2117*exp + 0.5432*sqrt,0.5753915905952454
0,0,9,-0.0524*x^3 + -2.4402*sin + 2.8894*tanh,0.7355446815490723
1,0,0,1.6387*1 + 0.2802*x^2 + -1.0353*sqrt,0.7484052181243896
1,0,1,-1.5597*1 + 0.0052*x^4 + -0.0678*tanh,0.720161497592926
1,0,2,-0.0289*x^4 + -0.1814*sin + -0.2640*cos,0.7475045919418335
1,0,3,0.0611*x^3 + -0.1835*cos + -0.1270*exp,0.7734379172325134
1,0,4,0.1482*x^2 + 0.0792*sin + -0.6059*sqrt,0.8628683090209961
1,0,5,-0.4018*x + 0.4016*cos + 0.2023*exp,0.9287002682685852
1,0,6,-0.3459*1 + 0.1565*sin + 0.1941*sqrt,0.9541206359863281
1,0,7,0.4588*cos + 0.1726*exp + -0.3260*tanh,0.7149895429611206
1,0,8,0.6375*1 + 0.0867*exp + -0.4219*sqrt,0.8076471090316772
1,0,9,0.1058*x^2 + 1.1066*sin + -1.2808*tanh,0.8682942390441895
1,1,0,0.4756*x^2 + 0.0265*x^3 + 1.2484*cos,0.607731819152832
1,1,1,-1.5535*1 + 0.0127*x^4 + 0.0902*sin,0.8459060788154602
1,1,2,0.0488*x^3 + -0.2021*cos + -0.1260*exp,0.9351299405097961
1,1,3,-0.2882*1 + -0.3802*x + 0.5931*tanh,0.5338345170021057
1,1,4,-0.0349*sin + -0.0705*cos + -0.2374*sqrt,0.9305391907691956
1,1,5,-0.0955*sin + 0.3908*cos + 0.7693*sqrt,0.5899149179458618
1,1,6,-0.3147*1 + 1.1773*sin + -1.2444*tanh,0.5371845364570618
1,1,7,0.9212*1 + -0.4028*sqrt + 0.0493*tanh,0.7053713798522949
1,1,8,0.7166*1 + -0.1476*x + 0.3057*tanh,0.461988627910614
1,1,9,0.0148*x + 0.1064*cos + 0.0035*log,0.9885842204093933
1,2,0,1.4021*1 + -1.4877*sin + 1.5054*tanh,0.6056168079376221
1,2,1,-1.3473*1 + 2.8968*sin + -2.9523*tanh,0.6466073989868164
1,2,2,-0.5379*1 + 0.4334*x + -0.9094*tanh,0.7598544955253601
1,2,3,-0.1038*exp + 0.1190*log + 0.2927*tanh,0.49706757068634033
1,2,4,-0.2400*1 + -0.0341*x^3 + 0.3756*sqrt,0.9574404954910278
1,2,5,0.2385*x^2 + 0.6513*cos + -0.0383*exp,0.8107660412788391
1,2,6,-0.2733*1 + 2.8937*sin + -3.1534*tanh,0.6089354753494263
1,2,7,0.9196*1 + 0.0140*x^4 + -0.3958*sqrt,0.7382363080978394
1,2,8,0.4287*cos + -0.0391*log + 0.4456*sqrt,0.7931293845176697
1,2,9,0.0836*1 + 0.3629*x + -0.5675*tanh,0.769172191619873
1,3,0,1.4076*1 + -0.4431*x + 0.6169*tanh,0.4642540216445923
1,3,1,-1.8220*1 + -0.2259*x^2 + 1.0865*sqrt,0.8014253377914429
1,3,2,-0.2815*cos + -0.3839*sqrt + -0.0910*tanh,0.7836626768112183
1,3,3,0.2471*x + -0.1911*cos + -0.1526*exp,0.8093747496604919
1,3,4,-0.0100*x^4 + 0.0093*exp + 0.0514*log,0.6844487190246582
1,3,5,0.6964*1 + 2.3720*sin + -2.3993*tanh,0.7705403566360474
1,3,6,-0.4798*1 + -0.3773*sin + 0.0834*exp,0.9120439291000366
1,3,7,0.6696*1 + -0.1108*sin + 0.4065*sqrt,0.9108842015266418
1,3,8,0.5739*1 + -0.0718*x^3 + 0.0874*exp,0.8450313210487366
1,3,9,-0.1490*exp + 0.7073*sqrt + 0.5117*tanh,0.9066746234893799
1,4,0,1.4719*1 + 0.0986*x^2 + -0.4401*sqrt,0.41874414682388306
1,4,1,-1.5214*1 + -0.0490*x^3 + 0.0508*exp,0.8772182464599609
1,4,2,-0.3343*1 + 2.7101*sin + -2.6738*tanh,0.7884784936904907
1,4,3,-0.3321*1 + 1.1615*sin + -1.2042*tanh,0.2577729821205139
1,4,4,0.3978*x + 0.0392*log + -0.7730*tanh,0.927117109298706
1,4,5,0.5742*1 + -0.3370*x + 0.4602*tanh,0.9090186953544617
1,4,6,-0.3086*1 + 0.2086*x + -0.6207*tanh,0.9860919713973999
1,4,7,0.6299*1 + -2.1242*sin + 2.1493*tanh,0.5027459859848022
1,4,8,0.5290*1 + -0.2687*x + 0.4452*tanh,0.2974020838737488
1,4,9,0.0190*x^4 + 1.9949*sin + -2.0476*tanh,0.5100694298744202
1,5,0,1.1416*1 + -2.5008*sin + 2.4259*tanh,0.7369943857192993
1,5,1,-1.6117*1 + 0.0711*sin + 0.4137*sqrt,0.8954037427902222
1,5,2,0.0191*x^3 + -0.3022*cos + -0.2852*sqrt,0.8586549758911133
1,5,3,0.0419*x + -0.3674*cos + -0.1325*sqrt,0.8625754714012146
1,5,4,-0.1448*1 + -0.3114*x + 0.4992*tanh,0.6753836870193481
1,5,5,0.1928*x^2 + -0.0045*x^4 + 0.6205*cos,0.557030975818634
1,5,6,-0.3908*1 + 0.0633*exp + -0.2760*tanh,0.6596341729164124
1,5,7,0.5840*1 + -0.0593*x + -0.0700*log,0.6302574276924133
1,5,8,0.3884*1 + -0.0391*x + -0.0956*log,0.8124703168869019
1,5,9,0.0773*x + -0.1484*x^2 + 0.5245*sqrt,0.8925453424453735
1,6,0,1.4430*1 + -0.3843*sqrt + 0.1313*tanh,0.6872670650482178
1,6,1,-1.5982*1 + -0.0571*x^3 + 0.1134*exp,0.7354475259780884
1,6,2,-0.3531*1 + -0.0985*exp + 0.3504*tanh,0.527352511882782
1,6,3,-0.3398*cos + 0.0212*exp + -0.3569*sqrt,0.8773969411849976
1,6,4,-0.1723*1 + -2.4880*sin + 2.5342*tanh,0.7298064827919006
1,6,5,0.4139*1 + 0.1532*cos + 0.0399*exp,0.8985161781311035
1,6,6,-0.0186*x^2 + -0.2670*cos + -0.0466*exp,0.889640212059021
1,6,7,-0.1039*x^3 + 0.4925*cos + 0.2353*exp,0.909464955329895
1,6,8,0.0460*exp + -0.1735*log + 0.4149*sqrt,0.6919310092926025
1,6,9,0.1321*1 + 0.1140*sin + -0.1936*sqrt,0.7776507139205933
1,7,0,2.6917*1 + -1.0005*cos + -1.1814*sqrt,0.6862131953239441
1,7,1,-1.6514*1 + -0.0212*x^3 + 0.0085*x^4,0.4097258448600769
1,7,2,0.5003*x + 0.1597*x^2 + -0.3353*exp,0.8686597347259521
1,7,3,-0.3893*1 + -0.2887*x + 0.0949*x^3,0.768082320690155
1,7,4,1.4556*sin + -0.0617*exp + -1.3051*tanh,0.8202453255653381
1,7,5,0.4642*1 + 0.0683*exp + -0.0302*log,0.6505514979362488
1,7,6,-0.6401*1 + 0.0814*x^2 + 0.3324*cos,0.45655393600463867
1,7,7,0.9080*1 + -0.3471*x + 0.4949*tanh,0.5980639457702637
1,7,8,0.4333*1 + -0.3002*x + 0.1804*exp,0.7741250395774841
1,7,9,-0.1675*sin + 0.0681*exp + -0.1880*sqrt,0.579370379447937
1,8,0,1.4668*1 + 0.4848*x + -0.8414*tanh,0.6891655921936035
1,8,1,-1.2679*1 + -0.0595*exp + 0.0507*log,0.8721078038215637
