n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",334.7794774999493,0.0006042610621079803,2730,uniform_pikan,0.1,42,79290968,2730,334.7794774999493
