n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",482.44344529999944,0.0012005906319245696,2730,uniform_pikan,0.05,123,1362910,2730,482.44344529999944
