l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.4248776435852051, 0.26427578926086426, 0.25611138343811035, 0.2577999532222748]","[0.5451904646090066, 0.6954709054975527, 0.7383158811334369]","[910, 1820, 2730, 2730]",461.21391970000695,0.2577999532222748,2730,uniform_pikan,0.001,5678,1340347,2730,461.21391970000695
