n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1138.4496834000456,"[210.5803850000375, 389.58395300002303, 341.7364247999503]",0.0005174461985006928,2860,ra_pikan,0.05,1234,1437618,2860,1138.4496834000456
