layer_idx,in_idx,out_idx,formula,r2
0,0,0,-0.0625*1 + 0.4127*x + -0.7209*tanh,0.7097551822662354
0,0,1,0.5478*x^2 + 0.7831*cos + -1.2987*sqrt,0.8258662819862366
0,0,2,-0.0169*x^4 + 0.0497*exp + 0.1610*log,0.8471330404281616
0,0,3,0.0371*x^2 + -0.2433*sqrt + -0.0436*tanh,0.9535402059555054
0,0,4,0.1298*x^3 + -0.2417*exp + 0.5950*sqrt,0.7101061344146729
0,0,5,1.7710*sin + 0.0529*cos + -1.8883*tanh,0.5740107297897339
0,0,6,0.7832*1 + 0.2230*x^2 + -1.0265*sqrt,0.5752148628234863
0,0,7,-0.1000*x^3 + 0.1593*exp + -0.2005*sqrt,0.7090830206871033
0,0,8,1.0383*sin + -0.1142*sqrt + -0.8943*tanh,0.926630437374115
0,0,9,-0.1327*1 + 0.4968*x + -0.8866*tanh,0.9678535461425781
1,0,0,-0.7596*1 + -0.0333*x^3 + -0.3055*sqrt,0.8843571543693542
1,0,1,-0.2668*x + -0.1653*cos + 0.4166*tanh,0.6528922319412231
1,0,2,0.1260*x^2 + -0.5824*sqrt + 0.0778*tanh,0.365680992603302
1,0,3,-0.5180*1 + 0.0191*x^3 + 0.2790*sqrt,0.8549368381500244
1,0,4,0.0258*x^4 + 0.0292*log + -0.6926*sqrt,0.8819530010223389
1,0,5,-0.9515*1 + -0.6612*x + 1.0641*tanh,0.6800893545150757
1,0,6,-0.4453*1 + 0.4840*x + -0.7841*tanh,0.5660891532897949
1,0,7,0.2177*1 + -2.0778*sin + 2.0795*tanh,0.6588953733444214
1,0,8,-0.4286*x + 0.1200*x^3 + 0.0284*x^4,0.8699655532836914
1,0,9,-0.0868*x^2 + 0.1308*log + -0.0661*tanh,0.6992191076278687
1,1,0,0.1071*x^3 + -0.4613*cos + -0.1941*exp,0.5793782472610474
1,1,1,-0.1384*1 + 0.1738*x + -0.3188*tanh,0.8382986187934875
1,1,2,-0.4051*1 + 0.0075*x^3 + 0.1998*cos,0.8291441202163696
1,1,3,0.0955*x^3 + -0.2724*cos + -0.2192*exp,0.9045240879058838
1,1,4,-0.2854*1 + -0.1034*x + 0.0911*sqrt,0.9489604830741882
1,1,5,-1.1664*1 + 0.0052*x^4 + 0.1354*sin,0.8397812247276306
1,1,6,-0.0412*x^4 + -0.4329*cos + 0.0543*exp,0.7130545973777771
1,1,7,0.2545*x^2 + 0.4729*cos + -0.5121*sqrt,0.8862456679344177
1,1,8,-0.4547*x + 0.2462*exp + -0.6420*sqrt,0.919219970703125
1,1,9,0.4937*x + 0.2752*x^2 + -0.3366*exp,0.7186946868896484
1,2,0,-1.0467*1 + -0.3223*x + 0.1559*exp,0.7880008220672607
1,2,1,0.0461*x^4 + -0.2070*exp + 0.5790*tanh,0.6261772513389587
1,2,2,-0.1352*1 + -0.2319*x + 0.3268*tanh,0.2743659019470215
1,2,3,-0.3453*cos + -0.3695*sqrt + 0.0580*tanh,0.740921139717102
1,2,4,0.2271*x^2 + -0.0789*sin + -0.7859*sqrt,0.771415114402771
1,2,5,-0.3660*x^2 + 0.0191*x^3 + -0.9389*cos,0.5639984607696533
1,2,6,-0.3840*1 + -0.0660*x + -0.0970*cos,0.6098026633262634
1,2,7,0.5274*1 + 0.1611*x^2 + -0.6847*sqrt,0.7803292870521545
1,2,8,0.3722*x^2 + 0.3771*cos + -1.0410*sqrt,0.5809168815612793
1,2,9,-0.2744*1 + -1.7698*sin + 1.8552*tanh,0.5639546513557434
1,3,0,-0.2651*x^2 + -0.1482*sin + -0.7370*cos,0.84608393907547
1,3,1,-0.2635*1 + 0.3952*x + -0.6670*tanh,0.44450998306274414
1,3,2,-0.1519*1 + 0.1503*x + -0.2205*tanh,0.48694854974746704
1,3,3,0.2227*x + -0.3805*cos + -0.1123*exp,0.9387691617012024
1,3,4,-0.2417*1 + -0.2307*x + 0.3963*tanh,0.4427987337112427
1,3,5,-0.9823*1 + 3.7708*sin + -3.8543*tanh,0.3832850456237793
1,3,6,-0.4296*1 + 2.7332*sin + -2.7360*tanh,0.7454651594161987
1,3,7,0.1146*sin + -0.0986*log + 0.1517*sqrt,0.7069653868675232
1,3,8,-0.0981*x^2 + 0.3596*sqrt + -0.0759*tanh,0.9212659597396851
1,3,9,-0.7708*1 + 0.3226*cos + 0.3065*sqrt,0.6813067197799683
1,4,0,-0.9359*1 + 0.2821*x + -0.4946*tanh,0.5790418982505798
1,4,1,0.0611*sin + -0.1113*cos + -0.1723*sqrt,0.9365179538726807
1,4,2,0.0899*x^2 + 0.1207*x^3 + -0.2140*exp,0.787921667098999
1,4,3,-0.2999*1 + 2.7979*sin + -2.9711*tanh,0.493614137172699
1,4,4,-0.1408*1 + 0.0410*x^3 + -0.0948*exp,0.4852007031440735
1,4,5,-1.0320*1 + 1.4711*sin + -1.5922*tanh,0.4954334497451782
1,4,6,0.1004*x^3 + -0.1673*exp + 0.1124*log,0.6416587829589844
1,4,7,-0.2945*x + 0.2186*cos + 0.5109*tanh,0.6047308444976807
