l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.3665495216846466, 0.35068872570991516, 0.24384136497974396, 0.15482111275196075, 0.1484391838312149]","[0.5754966109836591, 0.6322231585968041, 0.9304111319954776]","[910, 1560, 2210, 2860]",315.590186299989,"[28.81756850000238, 64.67538730002707, 78.43913749995409]",0.1484391838312149,2860,ra_pikan,0.01,2024,1399655,2860,315.590186299989
