layer_idx,in_idx,out_idx,formula,r2
0,0,0,0.0991*x^3 + 4.7262*sin + -5.4625*tanh,0.7167249917984009
0,0,1,-0.2396*x + 0.0939*exp + -0.0880*log,0.9206904768943787
0,0,2,-0.1024*x^3 + -4.8598*sin + 5.4257*tanh,0.5191507339477539
0,0,3,0.1570*1 + 0.1233*x^2 + -0.4006*sqrt,0.8605466485023499
0,0,4,0.0074*x^4 + -0.0749*log + 0.0871*tanh,0.7785547971725464
0,0,5,-0.0812*x + 0.1385*x^2 + -0.3645*sqrt,0.7786685824394226
0,0,6,0.0144*x^3 + -0.0179*x^4 + 0.3067*sqrt,0.7987366914749146
0,0,7,0.0981*1 + 0.4870*x + -0.7665*tanh,0.6852174997329712
0,0,8,-0.0192*x^3 + 0.2409*cos + -0.1397*sqrt,0.8049685955047607
0,0,9,-0.2578*1 + -0.0677*x^3 + 0.0675*exp,0.9099449515342712
1,0,0,0.9144*1 + -0.0556*x^3 + 0.0894*exp,0.8214454650878906
1,0,1,0.5517*1 + -0.0685*log + -0.0504*tanh,0.5365375876426697
1,0,2,-0.0660*exp + 0.5785*sqrt + 0.2057*tanh,0.9434508681297302
1,0,3,-1.4146*1 + -0.1777*x^2 + 0.7916*sqrt,0.8433133363723755
1,0,4,0.8604*1 + 2.1134*sin + -2.2229*tanh,0.3811078667640686
1,0,5,1.2623*1 + -0.1130*x + 0.2377*sqrt,0.9524444937705994
1,0,6,1.1998*1 + 1.1845*sin + -1.2558*tanh,0.25476086139678955
1,0,7,-0.0199*x^3 + 0.5659*cos + 0.6779*sqrt,0.689323902130127
1,0,8,-0.2383*x + -0.0241*x^4 + 0.1796*exp,0.7325376272201538
1,0,9,0.0926*x^3 + -0.2458*exp + 0.8418*sqrt,0.9292866587638855
1,1,0,-0.4107*x + 0.6554*cos + 0.2745*exp,0.7858515381813049
1,1,1,0.7729*1 + 0.1515*x + -0.1985*sin,0.8544352054595947
1,1,2,0.1607*exp + -0.1504*sqrt + -0.4195*tanh,0.8928507566452026
1,1,3,0.0255*x^3 + -0.8206*cos + -1.0144*sqrt,0.8598353266716003
1,1,4,0.0471*x^3 + 0.5959*cos + 0.5077*sqrt,0.9600009918212891
1,1,5,1.0288*1 + -0.8672*x + 1.6049*tanh,0.6853548884391785
1,1,6,1.3785*1 + 0.0274*x^4 + -0.8396*sqrt,0.8860329389572144
1,1,7,0.6788*1 + -0.0471*x^3 + 0.1116*exp,0.9214350581169128
1,1,8,-0.1990*exp + 0.6759*sqrt + 0.3777*tanh,0.8003767728805542
1,1,9,-0.0532*1 + -0.0164*x^3 + -0.0338*log,0.7467201948165894
1,2,0,1.0501*1 + -0.0391*x^2 + -0.0459*x^3,0.808897078037262
1,2,1,0.8161*1 + 0.0353*exp + -0.3281*sqrt,0.781150758266449
1,2,2,-0.4613*x + 0.3122*cos + 0.6803*tanh,0.5022274851799011
1,2,3,-0.6463*cos + 0.0963*log + -0.9852*sqrt,0.8474528789520264
1,2,4,0.4992*cos + 0.2116*exp + -0.4558*tanh,0.5521280765533447
1,2,5,1.3433*1 + -0.4147*x + 0.7834*tanh,0.8832453489303589
1,2,6,1.0022*1 + 2.8881*sin + -3.1245*tanh,0.29611098766326904
1,2,7,0.4977*1 + 0.1375*exp + -0.3188*tanh,0.41094326972961426
1,2,8,0.1095*1 + 0.6054*x + -1.1550*tanh,0.8901949524879456
1,2,9,0.0464*x^3 + -0.0846*exp + 0.3011*sqrt,0.760635495185852
1,3,0,0.5723*1 + 0.0533*exp + -0.1398*log,0.8042322397232056
1,3,1,0.0762*sin + 0.4939*cos + 0.8619*sqrt,0.734511137008667
1,3,2,0.2022*1 + 0.3431*x + -0.6662*tanh,0.7928987741470337
1,3,3,-1.1771*1 + 0.1178*exp + -0.3502*tanh,0.7633131742477417
1,3,4,0.2613*x^2 + -0.0134*x^3 + 0.7423*cos,0.6893733143806458
1,3,5,1.4457*1 + -0.3981*sqrt + 0.1344*tanh,0.6194258332252502
1,3,6,1.1357*1 + -0.2459*x + 0.4316*tanh,0.8212030529975891
1,3,7,0.7928*1 + -3.7438*sin + 3.7823*tanh,0.7477065324783325
1,3,8,0.1049*1 + 0.0512*sin + 0.0849*sqrt,0.5043536424636841
1,3,9,-0.3795*x + -0.0408*x^2 + 0.7010*tanh,0.9374379515647888
1,4,0,0.3896*x^2 + 0.0159*x^3 + 0.9201*cos,0.7323945760726929
1,4,1,0.7294*1 + 0.1433*x + -0.3307*tanh,0.8953891396522522
1,4,2,-0.3161*x + -0.0137*x^4 + 0.1556*exp,0.9346655011177063
1,4,3,-1.6601*1 + 0.3653*cos + 0.3936*sqrt,0.7968619465827942
1,4,4,0.9077*1 + 0.0450*x^3 + -0.0830*exp,0.7557956576347351
1,4,5,-0.5521*x + 0.9031*cos + 0.3634*exp,0.8871474266052246
1,4,6,-0.4471*x + 0.6718*cos + 0.3414*exp,0.7657003998756409
1,4,7,0.5650*1 + -0.0842*x + 0.2333*cos,0.833756685256958
1,4,8,0.3348*x + -0.0684*x^2 + -0.6288*tanh,0.6778702735900879
1,4,9,0.0491*x^3 + 2.1348*sin + -2.4300*tanh,0.582227349281311
1,5,0,1.2431*1 + 0.2221*x^2 + -0.8037*sqrt,0.7919333577156067
1,5,1,0.2123*x^2 + 0.0389*x^3 + 0.7692*cos,0.9788084030151367
1,5,2,-0.1661*x^2 + 0.0128*x^3 + 0.4943*sqrt,0.8881856203079224
1,5,3,-0.8394*cos + -0.2779*exp + 0.7545*tanh,0.6570229530334473
1,5,4,0.3076*x^2 + 0.7701*cos + -0.0322*exp,0.8250095844268799
1,5,5,1.2454*1 + -0.3119*sin + 0.0755*exp,0.8190402388572693
1,5,6,1.0573*1 + 0.8006*x + -1.2120*tanh,0.7963153719902039
1,5,7,0.7124*1 + 0.2933*x + -0.6195*tanh,0.7649224996566772
1,5,8,0.4126*1 + 0.0991*x^3 + -0.1904*exp,0.8536978363990784
1,5,9,0.0924*1 + 0.0196*exp + -0.2510*sqrt,0.7836198210716248
1,6,0,0.9282*1 + 0.2611*x + -0.5112*tanh,0.8409594893455505
1,6,1,0.9750*1 + 0.1881*x^2 + -0.7648*sqrt,0.7480958700180054
1,6,2,0.6018*1 + -0.3692*cos + -0.2350*sqrt,0.9014872908592224
1,6,3,-1.1541*1 + -0.0974*sin + -0.1714*sqrt,0.648173987865448
1,6,4,1.5105*1 + -0.5773*cos + -0.5470*sqrt,0.9360864758491516
1,6,5,0.9371*1 + -0.1471*log + -0.0911*tanh,0.403286337852478
1,6,6,1.1339*1 + -0.5744*x + 0.9559*sin,0.8031080961227417
1,6,7,0.0151*x^3 + 0.5996*cos + 0.5455*sqrt,0.9179095029830933
1,6,8,1.4142*sin + 0.2879*sqrt + -1.3034*tanh,0.9380736351013184
1,6,9,0.2183*x^2 + 0.2225*cos + -0.6029*sqrt,0.39186346530914307
1,7,0,0.3090*x^2 + 1.0552*cos + -0.1503*sqrt,0.5157192945480347
1,7,1,0.8741*1 + 0.1338*x^2 + -0.4384*sqrt,0.5305269360542297
1,7,2,0.3979*1 + 0.2067*x + -0.1301*exp,0.6475681662559509
1,7,3,-1.0652*1 + 0.1053*x + -0.1213*cos,0.7201128005981445
1,7,4,0.8674*1 + 0.0329*x^3 + -0.0700*exp,0.38037270307540894
1,7,5,1.6163*1 + 0.2567*x^2 + -0.9645*sqrt,0.8670697808265686
1,7,6,0.2987*x^2 + 1.0615*cos + 0.0478*exp,0.942529022693634
1,7,7,0.4568*1 + 0.0383*exp + -0.0982*log,0.7545539140701294
1,7,8,-0.0320*x + -0.1250*x^2 + 0.4783*sqrt,0.89903724193573
1,7,9,-0.1515*x^2 + -0.1061*sin + 0.4551*sqrt,0.770750880241394
1,8,0,1.1568*1 + 0.0170*x^4 + -0.4905*sqrt,0.8679437637329102
1,8,1,0.8028*1 + -0.3326*sqrt + 0.2138*tanh,0.802183210849762
1,8,2,0.4226*x + 0.3385*sqrt + -0.7595*tanh,0.8531374931335449
1,8,3,-0.3943*x^2 + -1.2476*cos + 0.2504*sqrt,0.9486826658248901
1,8,4,0.8859*1 + 0.0137*x^4 + -0.3801*sqrt,0.8604897260665894
1,8,5,1.3151*1 + 0.1227*x^2 + -0.0637*exp,0.48958534002304077
