n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",581.8881426000153,0.0005826670676469803,2730,uniform_pikan,0.1,456,79290239,2730,581.8881426000153
