layer_idx,in_idx,out_idx,formula,r2
0,0,0,-0.2121*x + 0.0095*sqrt + 0.3056*tanh,0.8704705834388733
0,0,1,-0.0227*x^4 + -0.0288*exp + 0.1297*sqrt,0.7881311178207397
0,0,2,-0.0616*x^3 + 0.0563*exp + -0.1377*sqrt,0.8208664655685425
0,0,3,-0.0079*x^4 + 0.0673*log + -0.1106*tanh,0.7846408486366272
0,0,4,0.0708*x^3 + -0.1773*exp + 0.4042*sqrt,0.7188267707824707
0,0,5,0.5795*x + -0.0370*exp + -0.6786*tanh,0.8527964353561401
0,0,6,0.0247*x^4 + 0.3227*cos + -0.2990*sqrt,0.96927410364151
0,0,7,-0.2075*exp + 0.4059*sqrt + 0.3994*tanh,0.8633314967155457
0,0,8,0.0341*x^2 + -1.3621*sin + 1.5119*tanh,0.43918532133102417
0,0,9,-0.3806*1 + -0.2292*x^2 + 0.8866*sqrt,0.8054801225662231
1,0,0,-1.7748*1 + 0.0900*x + 0.0752*sqrt,0.8428660035133362
1,0,1,0.8515*1 + 0.2378*sin + -0.0625*exp,0.8170688152313232
1,0,2,-0.0569*x^3 + -0.0059*x^4 + 0.1181*exp,0.9365761280059814
1,0,3,0.0790*x^3 + -0.1792*exp + 0.4420*sqrt,0.3527218699455261
1,0,4,-0.0793*x^3 + -5.0264*sin + 5.4097*tanh,0.732101321220398
1,0,5,-0.5949*1 + -0.0386*x^3 + 0.3886*sqrt,0.8980085253715515
1,0,6,0.4978*x^2 + 1.7035*cos + 0.0365*tanh,0.8463552594184875
1,0,7,0.2300*x^2 + -0.0259*x^3 + 0.5824*cos,0.7138375639915466
1,0,8,-0.4011*cos + 0.0406*exp + -0.6607*sqrt,0.8784418702125549
1,0,9,-0.0728*x^3 + -0.0400*x^4 + 0.1367*exp,0.7627840042114258
1,1,0,-1.9994*1 + -0.1937*x^2 + 0.8507*sqrt,0.7613819241523743
1,1,1,0.6767*1 + 2.0034*sin + -2.0003*tanh,0.5294080972671509
1,1,2,-0.1661*sin + -0.0847*log + -0.4080*sqrt,0.8369101285934448
1,1,3,-2.3334*sin + -0.2057*sqrt + 2.4841*tanh,0.7330707311630249
1,1,4,-2.8638*sin + -0.1193*exp + 3.1921*tanh,0.7722465395927429
1,1,5,-0.4164*1 + 0.5546*x + -0.7864*tanh,0.5943582057952881
1,1,6,1.8441*1 + 0.0401*x^3 + -0.0442*exp,0.5655806064605713
1,1,7,-0.0288*x^3 + 0.4536*cos + 0.9573*sqrt,0.7835766077041626
1,1,8,0.2862*x^2 + 0.0663*log + -1.4247*sqrt,0.9001350998878479
1,1,9,0.0934*exp + -0.2456*sqrt + -0.1498*tanh,0.8377842307090759
1,2,0,-1.7310*1 + -0.0567*exp + 0.1586*sqrt,0.9127809405326843
1,2,1,0.1691*sin + 0.5454*cos + 0.8600*sqrt,0.882558286190033
1,2,2,-0.2136*x^2 + -0.0152*x^3 + 0.5741*sqrt,0.5694769620895386
1,2,3,-0.0143*x^4 + -3.2294*sin + 3.3841*tanh,0.6894998550415039
1,2,4,0.1169*x^2 + -0.0075*x^3 + -0.6165*sqrt,0.6524925827980042
