l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.4027092158794403, 0.31962448358535767, 0.3403034806251526, 0.30910956859588623, 0.32693833112716675]","[0.560248415944624, 0.7460545355573495, 0.6418669920053899]","[910, 1560, 2210, 2860]",487.52427640004316,"[139.59911310003372, 29.364441599987913, 33.51316360000055]",0.32693833112716675,2860,ra_pikan,0.001,6789,1393043,2860,487.52427640004316
