n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1238.2749394000275,"[79.63505839998834, 72.51816770003643, 318.79802720004227]",1.1542888879776,2860,ra_pikan,100.0,6789,1416807,2860,1238.2749394000275
