n_params_history,total_elapsed,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",1152.9434387999936,2.9924466609954834,2730,uniform_pikan,100.0,5678,1381511,2730,1152.9434387999936
