n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",435.27884470000026,0.0012554440181702375,2730,uniform_pikan,0.05,456,1361689,2730,435.27884470000026
