n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",483.4520220999839,0.0004467201652005315,2730,uniform_pikan,0.05,4096,1365984,2730,483.4520220999839
