n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",431.5483600999578,"[123.90436980000231, 89.13331580004888, 110.08851420000428]",0.0005065476871095598,2860,ra_pikan,0.05,2024,1429875,2860,431.5483600999578
