l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.4027092158794403, 0.2824658453464508, 0.2873310148715973, 0.29000169038772583]","[0.560248415944624, 0.720373719147965, 0.7590653353672817]","[910, 1820, 2730, 2730]",457.77274370001396,0.29000169038772583,2730,uniform_pikan,0.001,6789,1341589,2730,457.77274370001396
