n_params_history,total_elapsed,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",1539.5470156999945,3.0683956146240234,2730,uniform_pikan,500.0,42,1378507,2730,1539.5470156999945
