n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",410.22072660003323,0.0005618745344690979,2730,uniform_pikan,0.05,2024,1368179,2730,410.22072660003323
