l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.4188300371170044, 0.3467809557914734, 0.30316653847694397, 0.3039535582065582]","[0.5611245120592879, 0.6322491137477885, 0.6828291632979702]","[910, 1820, 2730, 2730]",473.82588689998374,0.3039535582065582,2730,uniform_pikan,0.001,456,1341162,2730,473.82588689998374
