layer_idx,in_idx,out_idx,formula,r2
0,0,0,0.0177*x^2 + -0.0131*x^3 + -0.0413*log,0.5061503648757935
0,0,1,2.9389*sin + -0.0802*cos + -3.0821*tanh,0.6899539232254028
0,0,2,0.0507*x^3 + 3.3734*sin + -3.5430*tanh,0.886616587638855
0,0,3,0.1337*x^2 + 0.0344*x^3 + -0.2013*sqrt,0.8843722343444824
0,0,4,-0.1744*1 + -0.0653*exp + 0.3855*sqrt,0.9129160642623901
0,0,5,0.1340*x^3 + -0.3658*exp + 0.6510*sqrt,0.9432839155197144
0,0,6,-0.0865*x^3 + -4.0650*sin + 4.5785*tanh,0.5261015892028809
0,0,7,0.0944*x^2 + -0.0050*x^3 + -0.0110*x^4,0.9252350330352783
0,0,8,4.2254*sin + 0.1465*cos + -4.2672*tanh,0.7863165736198425
0,0,9,0.2413*x + 0.0393*log + -0.5033*tanh,0.846717357635498
1,0,0,-1.3033*1 + 0.5062*x + -0.8212*tanh,0.5615895986557007
1,0,1,-0.5128*1 + 0.3543*x + -0.6685*tanh,0.7892557382583618
1,0,2,0.1118*x^2 + 0.0306*sin + -0.4451*sqrt,0.8422770500183105
1,0,3,-0.1735*x^3 + 0.2899*exp + -1.1212*sqrt,0.7686731815338135
1,0,4,0.9527*1 + -0.1892*x + 0.3919*sin,0.8467546105384827
1,0,5,-0.2007*x^2 + -0.0911*log + 1.0531*sqrt,0.6964592337608337
1,0,6,-0.1395*x^2 + 0.0502*exp + 0.2995*sqrt,0.8830386996269226
1,0,7,-1.2053*1 + 0.0169*x^4 + 0.1013*sin,0.8429258465766907
1,0,8,0.0305*x^3 + -0.1165*cos + 0.1094*sqrt,0.9433577060699463
1,0,9,-0.9284*1 + -0.2921*x + 0.3933*tanh,0.5579369068145752
1,1,0,-1.5753*1 + -0.0530*x^3 + 0.1460*exp,0.9162599444389343
1,1,1,-0.5570*1 + -0.1756*sin + 0.1663*cos,0.8824391961097717
1,1,2,-0.0200*x^4 + 0.0400*exp + 0.0530*log,0.676358699798584
1,1,3,-1.3422*1 + 0.8478*cos + 0.9752*sqrt,0.6654238700866699
