l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.36231955885887146, 0.40696999430656433, 0.3891891837120056, 0.3504585325717926, 0.3369751572608948]","[0.5597711459289706, 0.6672609698007997, 0.6847600121418663]","[910, 1560, 2210, 2860]",1326.7280726999743,"[63.50021540001035, 106.24503240000922, 113.71027879999019]",0.3369751572608948,2860,ra_pikan,0.01,456,1380427,2860,1326.7280726999743
