layer_idx,in_idx,out_idx,formula,r2
0,0,0,0.1271*x^3 + 5.8049*sin + -6.7159*tanh,0.7897723913192749
0,0,1,-0.2434*x + 0.1017*exp + -0.0965*log,0.8910374641418457
0,0,2,-0.2978*x + -0.1483*cos + 0.3733*tanh,0.4810160994529724
0,0,3,0.1071*x^2 + 0.0138*x^3 + -0.2044*sqrt,0.7842044830322266
0,0,4,0.0088*x^4 + -0.0646*log + 0.0949*tanh,0.8228753805160522
0,0,5,0.1369*x^2 + -0.0876*sin + -0.3365*sqrt,0.9493210911750793
0,0,6,0.0574*x^3 + -0.0940*exp + 0.3554*sqrt,0.8370298743247986
0,0,7,0.1042*1 + 0.4716*x + -0.7028*tanh,0.5755270719528198
0,0,8,0.2159*cos + -0.0548*exp + 0.0988*tanh,0.875872015953064
0,0,9,0.0954*x^2 + -0.0314*x^3 + -0.2899*sqrt,0.8304213285446167
1,0,0,1.1345*1 + -0.0555*x^3 + 0.0866*exp,0.7231087684631348
1,0,1,1.1075*1 + 0.0999*x^2 + -0.5484*sqrt,0.637082040309906
1,0,2,-0.0147*x^4 + 0.0530*sin + 0.5704*sqrt,0.9039998650550842
1,0,3,-1.3268*1 + -0.1804*x^2 + 0.7980*sqrt,0.8548473715782166
1,0,4,0.9615*1 + 2.2734*sin + -2.3918*tanh,0.37649738788604736
1,0,5,1.4716*1 + -0.1117*x + 0.2177*sqrt,0.9492959976196289
1,0,6,0.2944*cos + -0.0623*log + 0.6391*sqrt,0.2549893260002136
1,0,7,-0.0199*x^3 + 0.5930*cos + 0.7115*sqrt,0.671959400177002
1,0,8,0.0129*x^3 + 0.0426*log + 0.0746*sqrt,0.6619788408279419
1,0,9,-0.0231*x^4 + -0.2330*sin + 0.5592*sqrt,0.9264524579048157
1,1,0,1.3751*1 + 0.0138*x^4 + -0.4436*sqrt,0.7729240655899048
1,1,1,0.9441*1 + 0.1846*x + -0.2642*tanh,0.944011926651001
1,1,2,0.1547*exp + -0.0951*sqrt + -0.4039*tanh,0.8827112913131714
1,1,3,0.0683*x + -0.7699*cos + -0.9497*sqrt,0.8854900002479553
1,1,4,0.6899*cos + 0.0805*exp + 0.4366*sqrt,0.9330171346664429
1,1,5,-0.2260*x^3 + 0.9289*cos + 0.4441*exp,0.6860681772232056
1,1,6,0.3988*x^2 + 0.8626*cos + -0.7469*sqrt,0.8910783529281616
1,1,7,0.7266*1 + -0.0468*x^3 + 0.1111*exp,0.9173753261566162
1,1,8,-0.1975*exp + 0.4905*sqrt + 0.3754*tanh,0.9083625674247742
1,1,9,-0.0293*x^3 + 0.0249*exp + -0.0541*log,0.7789818644523621
1,2,0,1.2869*1 + -0.0422*x^2 + -0.0455*x^3,0.8525854349136353
1,2,1,1.0052*1 + 0.0358*exp + -0.3442*sqrt,0.8507248163223267
1,2,2,-0.4878*x + 0.3357*cos + 0.7335*tanh,0.5330172777175903
1,2,3,-0.6129*cos + 0.0836*log + -0.9089*sqrt,0.860645055770874
1,2,4,-0.3477*x + 0.5659*cos + 0.2575*exp,0.5614598989486694
1,2,5,1.5446*1 + -0.3854*x + 0.7336*tanh,0.8781630992889404
1,2,6,0.5379*1 + 2.6989*sin + -2.9232*tanh,0.32195085287094116
