step,loss
0,28.928396224975586
1,26.723901748657227
2,24.19168472290039
3,22.915916442871094
4,21.072837829589844
5,18.802793502807617
6,17.82630729675293
7,16.167512893676758
8,16.086950302124023
9,13.978436470031738
10,13.105398178100586
11,12.1689453125
12,11.321821212768555
13,11.222977638244629
14,10.430290222167969
15,9.652539253234863
16,9.07034683227539
17,8.689956665039062
18,8.320272445678711
19,7.75778865814209
20,7.120672225952148
21,6.607932090759277
22,6.454164505004883
23,6.217244625091553
24,5.791805267333984
25,5.5356245040893555
26,5.2369890213012695
27,5.059685707092285
28,4.8196330070495605
29,4.622854232788086
30,4.478014945983887
31,4.3983154296875
32,4.059511184692383
33,4.009570121765137
34,3.785370349884033
35,3.673147201538086
36,3.6742281913757324
37,3.382033586502075
38,3.359476327896118
39,3.2554454803466797
40,3.1818816661834717
41,3.119414806365967
42,3.0753860473632812
43,2.910953998565674
44,2.8821768760681152
45,2.831378698348999
46,2.7437148094177246
47,2.6926679611206055
48,2.647822618484497
49,2.60890531539917
50,2.5001914501190186
51,2.45340895652771
52,2.425527334213257
53,2.3790483474731445
54,2.3362133502960205
55,2.286510944366455
56,2.2445828914642334
57,2.2323343753814697
58,2.163980007171631
59,2.108729839324951
60,2.108375310897827
61,2.050271511077881
62,2.0272915363311768
63,2.0457725524902344
64,1.9700355529785156
65,1.949487566947937
66,1.9405581951141357
67,1.9084818363189697
68,1.9000600576400757
69,1.8585941791534424
70,1.8356128931045532
71,1.8206149339675903
72,1.8257248401641846
73,1.7692780494689941
74,1.77300226688385
75,1.7362107038497925
76,1.7373454570770264
77,1.7144885063171387
78,1.7093456983566284
79,1.6877135038375854
80,1.6538270711898804
81,1.6490864753723145
82,1.6440989971160889
83,1.6445841789245605
84,1.6257411241531372
85,1.604767084121704
86,1.5889711380004883
87,1.5708731412887573
88,1.5815260410308838
89,1.5592378377914429
90,1.5602473020553589
91,1.5301830768585205
92,1.5314805507659912
93,1.5139613151550293
94,1.5280170440673828
95,1.4939106702804565
96,1.491297960281372
97,1.487322449684143
98,1.4758801460266113
99,1.4641038179397583
100,1.4757792949676514
101,1.4495165348052979
102,1.4468120336532593
103,1.4435033798217773
104,1.4272267818450928
105,1.422067403793335
106,1.410074234008789
107,1.408469796180725
108,1.3909326791763306
109,1.3933862447738647
110,1.3887834548950195
111,1.3781490325927734
112,1.3796143531799316
113,1.3606305122375488
114,1.3567672967910767
115,1.3576046228408813
116,1.3621501922607422
117,1.344968557357788
118,1.3405933380126953
119,1.3377692699432373
120,1.341863989830017
121,1.3271336555480957
122,1.3136204481124878
123,1.3104143142700195
124,1.3074719905853271
125,1.3081269264221191
126,1.3046857118606567
127,1.2963690757751465
128,1.2951021194458008
129,1.2895183563232422
130,1.2894985675811768
131,1.2723431587219238
132,1.2731201648712158
133,1.2626457214355469
134,1.2638990879058838
135,1.256147027015686
136,1.2565834522247314
137,1.2519357204437256
138,1.2499821186065674
139,1.254282832145691
140,1.2552918195724487
141,1.2377132177352905
142,1.2397619485855103
143,1.2379602193832397
144,1.2257678508758545
145,1.2244867086410522
146,1.2161701917648315
147,1.2214248180389404
148,1.2194098234176636
149,1.2129179239273071
150,1.2112619876861572
151,1.2043100595474243
152,1.2017451524734497
153,1.2056877613067627
154,1.2055448293685913
155,1.1985487937927246
156,1.1914790868759155
157,1.1924556493759155
158,1.189542293548584
159,1.1949145793914795
160,1.1875048875808716
161,1.1884604692459106
162,1.1874841451644897
163,1.182186245918274
164,1.1794224977493286
165,1.174094796180725
166,1.1669129133224487
167,1.1700303554534912
168,1.1649190187454224
169,1.1652170419692993
170,1.1628963947296143
171,1.1592012643814087
172,1.1596624851226807
173,1.1524810791015625
174,1.1524076461791992
175,1.147519826889038
176,1.1515934467315674
