n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",2114.6831463999697,"[186.9203943000175, 138.78096820000792, 170.90280519996304]",2.9940617084503174,2860,ra_pikan,500.0,42,1416706,2860,2114.6831463999697
