n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1550.063666800037,"[104.79861629998777, 99.08409439999377, 126.16575740004191]",2.896986246109009,2860,ra_pikan,500.0,2024,1417441,2860,1550.063666800037
