layer_idx,in_idx,out_idx,formula,r2
0,0,0,0.2802*x + 0.1783*x^2 + -0.1544*exp,0.8173938989639282
0,0,1,-0.0558*x^3 + 0.0161*x^4 + -0.1430*log,0.601386547088623
0,0,2,0.3363*1 + -0.0211*x^3 + -0.2360*sqrt,0.8452872633934021
0,0,3,0.2227*1 + 0.0248*x^3 + 0.1302*log,0.7277165651321411
0,0,4,-0.9808*x + 0.1063*exp + 1.3777*tanh,0.3778396248817444
0,0,5,-0.2705*x^2 + -0.5796*cos + 0.8153*sqrt,0.6806188225746155
0,0,6,-0.2169*sin + 0.0611*exp + -0.1028*log,0.7213423252105713
0,0,7,0.0278*x^4 + -0.0781*exp + -0.1077*log,0.8367488384246826
0,0,8,-1.5931*sin + -0.0915*log + 1.4281*tanh,0.8521476984024048
0,0,9,-3.5417*sin + 0.0762*log + 3.6812*tanh,0.5995131731033325
1,0,0,-0.9594*1 + 0.5254*cos + 0.5664*sqrt,0.7307016849517822
1,0,1,-0.0779*x^3 + 0.5174*cos + 0.1781*exp,0.8699944019317627
1,0,2,0.5968*1 + -0.1770*x + 0.3301*tanh,0.5813968181610107
1,0,3,0.7282*1 + 0.0142*exp + -0.4067*sqrt,0.9544585943222046
1,0,4,-0.4688*1 + -0.0848*x + 0.2361*sqrt,0.6691296100616455
1,0,5,2.6201*1 + -0.1187*exp + 0.2875*tanh,0.5802708268165588
1,0,6,0.6578*1 + -1.5138*sin + 1.5119*tanh,0.6027396321296692
1,0,7,1.9334*1 + 0.0234*x^3 + -0.3922*sqrt,0.8123353719711304
1,0,8,-2.1460*sin + -0.1145*exp + 2.7220*tanh,0.8302063345909119
1,0,9,-0.8143*x + 0.9241*cos + 0.5105*exp,0.6313860416412354
1,1,0,-0.0097*x^3 + 0.0274*x^4 + -0.7829*sqrt,0.910469651222229
1,1,1,0.8501*1 + -0.0521*exp + 0.0901*tanh,0.5656591653823853
1,1,2,0.0104*x^3 + 0.4708*cos + 0.5585*sqrt,0.6557532548904419
1,1,3,-0.1630*x + 0.2484*x^2 + 0.5010*cos,0.6641920804977417
1,1,4,0.0511*x^3 + -0.0955*exp + 0.0962*log,0.6747872233390808
1,1,5,2.7513*1 + 0.0122*x^4 + -0.4964*sqrt,0.8090532422065735
1,1,6,-0.4002*x + 0.3464*cos + 0.2205*exp,0.8120695352554321
1,1,7,1.8663*1 + 0.3127*sin + -0.0999*exp,0.6987686157226562
1,1,8,0.1370*x + -0.1421*exp + 0.4123*sqrt,0.8956669569015503
1,1,9,1.6324*1 + 0.0944*x^2 + -0.0594*exp,0.9881653785705566
1,2,0,0.1484*sin + -0.2345*cos + -0.1238*sqrt,0.8045108318328857
1,2,1,0.5806*1 + 0.0983*cos + 0.1146*sqrt,0.24834132194519043
1,2,2,0.5316*1 + -0.0393*x^3 + 0.0431*exp,0.8117983937263489
1,2,3,0.6784*1 + -1.8087*sin + 1.9189*tanh,0.4879629611968994
1,2,4,-0.3144*1 + -3.3456*sin + 3.5246*tanh,0.5104138851165771
1,2,5,3.4476*1 + -0.6311*cos + -0.7471*sqrt,0.4831831455230713
1,2,6,-0.1006*x + 0.4671*cos + 0.6482*sqrt,0.8541062474250793
1,2,7,1.6387*1 + -0.1443*sin + -0.0814*log,0.7744628190994263
1,2,8,-0.1790*x^2 + 0.1150*sin + 0.2137*sqrt,0.877031147480011
1,2,9,2.5506*1 + -0.7324*cos + -0.7870*sqrt,0.4889383912086487
1,3,0,-0.0771*sin + -0.2123*cos + -0.1642*sqrt,0.8787567615509033
1,3,1,0.4530*1 + -0.0285*x^3 + -0.0869*log,0.8042106628417969
1,3,2,0.6997*1 + 0.0483*x^3 + -0.0593*exp,0.6379225254058838
1,3,3,0.3870*cos + 0.8306*sqrt + -0.0603*tanh,0.7771967649459839
1,3,4,-0.5065*1 + 0.0852*sin + -0.0395*log,0.8793852925300598
1,3,5,2.9901*1 + 0.2886*x^2 + -1.3237*sqrt,0.7650529146194458
1,3,6,0.5086*1 + -0.1147*sin + 0.0631*exp,0.5583833456039429
1,3,7,2.1361*1 + 0.1787*x^2 + -0.9032*sqrt,0.8726323246955872
1,3,8,0.6853*sin + -0.1077*sqrt + -0.8218*tanh,0.7892867922782898
1,3,9,1.7517*1 + 0.1225*x^2 + -0.5516*sqrt,0.5886441469192505
1,4,0,0.0089*x^3 + -0.2119*cos + -0.2139*sqrt,0.20324790477752686
1,4,1,0.7428*1 + 1.2818*sin + -1.4370*tanh,0.4151904582977295
1,4,2,0.6929*1 + -1.6507*sin + 1.5296*tanh,0.9154704809188843
1,4,3,0.5546*x^2 + 0.9476*cos + -1.1510*sqrt,0.7758371233940125
1,4,4,-0.2641*cos + -0.5398*sqrt + 0.1398*tanh,0.8787307739257812
1,4,5,2.6035*1 + 0.0437*x^3 + -0.0649*exp,0.4102611541748047
1,4,6,0.3229*cos + -0.0654*log + 0.5992*sqrt,0.49041587114334106
1,4,7,1.8972*1 + 3.1781*sin + -3.2776*tanh,0.5470775365829468
1,4,8,0.0202*x^4 + 0.0237*exp + -0.3269*sqrt,0.6648023724555969
1,4,9,2.0119*1 + 0.2537*x^2 + -1.3875*sqrt,0.8770503997802734
1,5,0,1.7713*sin + -0.3444*cos + -1.9429*tanh,0.626482367515564
1,5,1,0.8763*1 + 0.0726*x + -0.1822*cos,0.944301187992096
1,5,2,0.6074*1 + -0.0314*x^3 + 0.0092*x^4,0.9109521508216858
1,5,3,0.6624*1 + -2.6391*sin + 2.4860*tanh,0.9133442640304565
1,5,4,-0.3373*1 + -0.0739*exp + 0.2861*tanh,0.9510768055915833
1,5,5,2.8528*1 + -0.1966*cos + -0.2089*sqrt,0.44516927003860474
1,5,6,0.6198*1 + -1.9549*sin + 2.1240*tanh,0.4270716905593872
1,5,7,1.7638*1 + 0.0334*x + 0.3100*sqrt,0.9096031188964844
1,5,8,0.1084*x + -0.0455*cos + 0.0510*sqrt,0.9728315472602844
1,5,9,1.7438*1 + 0.6357*x + -0.9882*tanh,0.7609379887580872
1,6,0,-0.2643*x^2 + -0.4567*cos + 0.6376*sqrt,0.5990257859230042
1,6,1,0.6399*1 + 0.4939*x + -0.6805*tanh,0.6564332842826843
1,6,2,0.5005*cos + 0.1515*exp + -0.3837*tanh,0.9638537764549255
1,6,3,0.4338*cos + 0.0611*exp + 0.4913*sqrt,0.9324511885643005
1,6,4,0.4996*x + 0.2846*x^2 + -0.3294*exp,0.580825924873352
1,6,5,2.4261*1 + -0.0194*x^3 + -0.0630*log,0.42347627878189087
1,6,6,0.6554*1 + 0.1198*x + -0.0395*x^3,0.771804928779602
1,6,7,1.8059*1 + -1.1468*sin + 1.1473*tanh,0.7435305118560791
1,6,8,-0.1574*1 + -0.0706*sin + 0.4115*sqrt,0.8359726071357727
1,6,9,1.5696*1 + -1.5838*sin + 1.6464*tanh,0.6916255354881287
1,7,0,0.0846*x^2 + 0.0104*x^3 + -0.7479*sqrt,0.9413098692893982
1,7,1,0.8118*1 + 0.2943*sin + -0.0716*exp,0.9425464272499084
1,7,2,1.5193*1 + -0.6668*cos + -0.7437*sqrt,0.4493855834007263
1,7,3,0.5572*1 + -0.0659*sin + 0.1973*sqrt,0.49811989068984985
1,7,4,-0.3500*1 + -0.0663*x^2 + -0.0106*x^3,0.7010105848312378
1,7,5,2.8787*1 + 0.2127*x^2 + -0.9538*sqrt,0.7671095132827759
1,7,6,0.0838*sin + 0.4512*cos + 0.5472*sqrt,0.7187739610671997
1,7,7,1.8054*1 + -2.4247*sin + 2.4710*tanh,0.700310468673706
1,7,8,0.0082*x^3 + -0.0880*cos + 0.1363*sqrt,0.9079636335372925
1,7,9,1.8130*1 + 0.1888*x^2 + -0.7700*sqrt,0.41552966833114624
1,8,0,-0.2728*1 + -0.3984*x + 0.7507*tanh,0.6920087337493896
1,8,1,0.8056*1 + 0.0527*sin + -0.4310*sqrt,0.8140608072280884
1,8,2,0.4628*1 + -0.0803*sin + 0.1690*cos,0.9116618037223816
1,8,3,0.7122*1 + -0.1427*exp + 0.5230*tanh,0.7156378030776978
1,8,4,-0.0182*x^4 + -0.4589*cos + 0.0674*exp,0.885239839553833
1,8,5,2.5860*1 + 0.2337*x + -0.3781*tanh,0.8842242360115051
1,8,6,0.7760*1 + 0.0173*x^4 + -0.3965*sqrt,0.7996786236763
