l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.37601760029792786, 0.38803935050964355, 0.35929039120674133, 0.26444634795188904, 0.2694070339202881]","[0.5543898444645419, 0.6647750160396553, 0.6654426644310887]","[910, 1560, 2210, 2860]",1088.5508575999993,"[65.92283919994952, 83.65889020002214, 301.9957122000051]",0.2694070339202881,2860,ra_pikan,0.005,789,1385059,2860,1088.5508575999993
